,RoomCount,Floor,Size(m2),Age,District,Price(TL)
7948,4,3.0,135.0,13.0,Pursaklar,3442500
7949,5,14.0,200.0,7.5,Pursaklar,7275000
7950,4,1.0,125.0,13.0,Pursaklar,3585000
7951,5,5.0,205.0,0.0,Pursaklar,8925000
7952,6,4.0,250.0,7.5,Pursaklar,3675000
7953,4,1.0,155.0,4.0,Pursaklar,3900000
7954,5,1.0,200.0,7.5,Pursaklar,4800000
7955,4,3.0,120.0,7.5,Pursaklar,3300000
7956,5,4.0,200.0,0.0,Pursaklar,6300000
7957,5,1.0,330.0,13.0,Pursaklar,10800000
7958,3,3.0,100.0,13.0,Pursaklar,1927500
7959,6,12.0,250.0,0.0,Pursaklar,9750000
7960,5,12.0,195.0,0.0,Pursaklar,8175000
7961,4,5.0,160.0,7.5,Pursaklar,5625000
7962,4,4.0,160.0,7.5,Pursaklar,4800000
7963,4,0.0,115.0,13.0,Pursaklar,2100000
7964,5,1.0,150.0,13.0,Pursaklar,3525000
7965,4,2.0,125.0,13.0,Pursaklar,3225000
7967,3,-1.0,95.0,18.0,Pursaklar,2287500
7968,4,15.0,190.0,1.0,Pursaklar,5925000
7969,4,2.0,130.0,18.0,Pursaklar,2430000
7972,4,-1.0,113.0,18.0,Pursaklar,1942500
7973,4,2.0,125.0,18.0,Pursaklar,2212500
7975,6,3.0,305.0,7.5,Pursaklar,13350000
7976,4,1.0,120.0,7.5,Pursaklar,2692500
7977,3,4.0,90.0,18.0,Pursaklar,2025000
7978,5,1.0,195.0,3.0,Pursaklar,4725000
7979,4,1.0,130.0,13.0,Pursaklar,2578500
7980,4,1.0,125.0,13.0,Pursaklar,2805000
7981,7,3.0,300.0,7.5,Pursaklar,11625000
7982,4,3.0,125.0,7.5,Pursaklar,3262500
7984,4,5.0,165.0,7.5,Pursaklar,5625000
7985,5,14.0,195.0,7.5,Pursaklar,7275000
7986,4,2.0,120.0,7.5,Pursaklar,4050000
7987,4,3.0,120.0,13.0,Pursaklar,2550000
7988,4,1.0,130.0,7.5,Pursaklar,2970000
7989,5,2.0,179.0,13.0,Pursaklar,2775000
7990,5,7.0,170.0,7.5,Pursaklar,5895000
7991,7,5.0,250.0,7.5,Pursaklar,4050000
7992,4,1.0,130.0,2.0,Pursaklar,2512500
7993,4,2.0,125.0,7.5,Pursaklar,4050000
7995,3,4.0,85.0,18.0,Pursaklar,1875000
7996,4,-2.0,160.0,7.5,Pursaklar,4228500
7997,6,3.0,240.0,13.0,Pursaklar,3750000
7998,4,2.0,130.0,7.5,Pursaklar,3735000
7999,4,5.0,130.0,13.0,Pursaklar,3525000
8000,4,1.0,130.0,18.0,Pursaklar,2475000
8001,6,3.0,270.0,13.0,Pursaklar,4237500
8002,5,3.0,180.0,18.0,Pursaklar,2745000
8003,5,11.0,190.0,7.5,Pursaklar,4267500
8004,4,3.0,120.0,13.0,Pursaklar,2325000
8005,4,4.0,120.0,18.0,Pursaklar,3135000
8006,4,-1.0,115.0,0.0,Pursaklar,3300000
8007,5,2.0,120.0,18.0,Pursaklar,3135000
8008,4,2.0,125.0,4.0,Pursaklar,3570000
8009,3,1.0,115.0,18.0,Pursaklar,2188500
8010,4,3.0,125.0,13.0,Pursaklar,3127500
8011,8,3.0,260.0,13.0,Pursaklar,4050000
8012,4,0.0,120.0,18.0,Pursaklar,2475000
8013,4,3.0,125.0,13.0,Pursaklar,2775000
8014,4,4.0,125.0,20.0,Pursaklar,3448500
8015,4,3.0,120.0,18.0,Pursaklar,2520000
8016,4,1.0,130.0,13.0,Pursaklar,3675000
8017,5,9.0,190.0,4.0,Pursaklar,5835000
8018,3,2.0,110.0,20.0,Pursaklar,2010000
8019,3,0.0,115.0,7.5,Pursaklar,2137500
8020,4,-1.0,125.0,13.0,Pursaklar,2235000
8021,4,7.0,200.0,4.0,Pursaklar,4912500
8022,5,3.0,200.0,4.0,Pursaklar,5475000
8023,4,3.0,135.0,13.0,Pursaklar,3240000
8024,4,7.0,170.0,7.5,Pursaklar,4912500
8025,5,2.0,190.0,7.5,Pursaklar,4650000
8026,5,0.0,220.0,4.0,Pursaklar,4125000
8027,4,3.0,125.0,13.0,Pursaklar,3885000
8028,4,2.0,125.0,13.0,Pursaklar,4200000
8029,4,3.0,125.0,13.0,Pursaklar,2535000
8031,5,4.0,185.0,3.0,Pursaklar,5250000
8032,4,1.0,125.0,13.0,Pursaklar,2908500
8033,4,2.0,120.0,13.0,Pursaklar,3150000
8034,5,9.0,220.0,0.0,Pursaklar,6750000
8035,5,1.0,155.0,4.0,Pursaklar,4425000
8036,8,3.0,225.0,7.5,Pursaklar,4050000
8037,5,9.0,200.0,4.0,Pursaklar,5835000
8038,5,6.0,185.0,7.5,Pursaklar,5025000
8040,6,3.0,225.0,13.0,Pursaklar,3675000
8041,3,1.0,90.0,13.0,Pursaklar,1642500
8043,5,7.0,180.0,7.5,Pursaklar,5850000
8044,4,1.0,130.0,13.0,Pursaklar,3375000
8045,5,2.0,135.0,7.5,Pursaklar,4950000
8046,4,2.0,125.0,13.0,Pursaklar,2925000
8047,4,3.0,130.0,13.0,Pursaklar,4185000
8048,4,3.0,125.0,13.0,Pursaklar,3510000
8049,3,7.0,95.0,13.0,Pursaklar,2325000
8050,5,4.0,180.0,7.5,Pursaklar,5250000
8051,4,1.0,125.0,7.5,Pursaklar,2970000
8052,4,-1.0,120.0,13.0,Pursaklar,2025000
8053,4,7.0,125.0,13.0,Pursaklar,3300000
8054,4,3.0,130.0,7.5,Pursaklar,2625000
8055,4,1.0,120.0,7.5,Pursaklar,2062500
8056,4,7.0,165.0,4.0,Pursaklar,4912500
8057,4,3.0,130.0,7.5,Pursaklar,2775000
8059,3,1.0,604.0,2.0,Pursaklar,2098500
8060,4,2.0,125.0,7.5,Pursaklar,2850000
8062,4,1.0,120.0,7.5,Pursaklar,1875000
8063,5,4.0,185.0,4.0,Pursaklar,6300000
8064,4,2.0,120.0,13.0,Pursaklar,2250000
8065,5,4.0,185.0,7.5,Pursaklar,6300000
8066,4,1.0,140.0,7.5,Pursaklar,4575000
8067,4,3.0,120.0,7.5,Pursaklar,2212500
8068,4,1.0,125.0,0.0,Pursaklar,4050000
8069,4,1.0,120.0,7.5,Pursaklar,1950000
8070,4,3.0,130.0,7.5,Pursaklar,2790000
8071,4,7.0,180.0,0.0,Pursaklar,4707000
8072,4,2.0,125.0,18.0,Pursaklar,2623500
8074,4,-1.0,120.0,3.0,Pursaklar,2025000
8075,4,2.0,125.0,7.5,Pursaklar,3225000
8076,4,3.0,120.0,13.0,Pursaklar,2923500
8077,4,1.0,125.0,13.0,Pursaklar,2535000
8078,4,3.0,130.0,13.0,Pursaklar,2812500
8079,4,1.0,130.0,18.0,Pursaklar,2385000
8081,5,3.0,190.0,0.0,Pursaklar,4875000
8083,6,3.0,225.0,18.0,Pursaklar,3750000
8084,5,2.0,155.0,3.0,Pursaklar,4800000
8086,4,1.0,125.0,13.0,Pursaklar,2473500
8087,4,1.0,125.0,18.0,Pursaklar,2437500
8088,5,7.0,185.0,7.5,Pursaklar,4875000
8089,4,2.0,135.0,4.0,Pursaklar,3583500
8090,5,15.0,185.0,2.0,Pursaklar,5925000
8091,4,3.0,185.0,7.5,Pursaklar,3885000
8092,5,3.0,185.0,0.0,Pursaklar,3900000
8093,4,2.0,135.0,7.5,Pursaklar,3712500
8094,4,3.0,125.0,7.5,Pursaklar,3525000
8095,5,2.0,185.0,3.0,Pursaklar,5625000
8096,5,10.0,190.0,7.5,Pursaklar,4650000
8097,6,3.0,225.0,7.5,Pursaklar,3727500
8099,4,4.0,155.0,13.0,Pursaklar,2625000
8102,4,1.0,135.0,4.0,Pursaklar,3120000
8103,4,4.0,125.0,4.0,Pursaklar,2550000
8104,4,3.0,125.0,7.5,Pursaklar,2475000
8105,4,-1.0,120.0,7.5,Pursaklar,2130000
8106,4,4.0,165.0,7.5,Pursaklar,4275000
8107,5,4.0,185.0,3.0,Pursaklar,5400000
8108,5,15.0,185.0,3.0,Pursaklar,5250000
8109,4,2.0,130.0,7.5,Pursaklar,4200000
8111,4,0.0,120.0,13.0,Pursaklar,2737500
8112,5,1.0,185.0,4.0,Pursaklar,5473500
8113,4,0.0,125.0,7.5,Pursaklar,2790000
8114,3,4.0,97.0,0.0,Pursaklar,3735000
8115,4,5.0,185.0,4.0,Pursaklar,4650000
8116,4,-1.0,130.0,7.5,Pursaklar,2017500
8117,5,4.0,205.0,18.0,Pursaklar,3523500
8119,4,-1.0,143.0,18.0,Pursaklar,2130000
8120,4,3.0,125.0,18.0,Pursaklar,2925000
8121,5,-1.0,150.0,13.0,Pursaklar,2850000
8122,4,1.0,133.0,0.0,Pursaklar,4200000
8123,3,1.0,83.0,0.0,Pursaklar,3000000
8125,5,2.0,200.0,7.5,Pursaklar,4650000
8127,4,1.0,130.0,13.0,Pursaklar,2715000
8128,5,9.0,180.0,2.0,Pursaklar,5820000
8129,5,0.0,220.0,3.0,Pursaklar,4185000
8130,5,1.0,145.0,13.0,Pursaklar,3742500
8131,4,2.0,130.0,13.0,Pursaklar,3225000
8132,5,1.0,180.0,7.5,Pursaklar,5025000
8133,4,4.0,135.0,7.5,Pursaklar,2812500
8134,4,2.0,110.0,18.0,Pursaklar,2175000
8137,4,3.0,155.0,3.0,Pursaklar,4335000
8138,4,3.0,125.0,13.0,Pursaklar,3525000
8139,4,1.0,125.0,7.5,Pursaklar,3750000
8140,5,2.0,125.0,13.0,Pursaklar,5250000
8141,4,1.0,130.0,18.0,Pursaklar,3585000
8142,4,2.0,135.0,0.0,Pursaklar,4049999
8143,4,2.0,125.0,7.5,Pursaklar,3750000
8144,5,2.0,185.0,7.5,Pursaklar,4650000
8145,3,-1.0,100.0,7.5,Pursaklar,1725000
8146,4,1.0,115.0,7.5,Pursaklar,2812500
8148,5,1.0,185.0,4.0,Pursaklar,4425000
8149,4,6.0,155.0,7.5,Pursaklar,4297500
8150,8,4.0,300.0,13.0,Pursaklar,5977500
8151,4,1.0,125.0,13.0,Pursaklar,3375000
8152,4,3.0,120.0,7.5,Pursaklar,3150000
8153,4,2.0,145.0,7.5,Pursaklar,4950000
8154,4,5.0,135.0,7.5,Pursaklar,3523500
8155,4,0.0,125.0,7.5,Pursaklar,2475000
8156,3,2.0,93.0,13.0,Pursaklar,2025000
8157,7,3.0,255.0,13.0,Pursaklar,4875000
8158,4,1.0,125.0,7.5,Pursaklar,2743500
8159,4,3.0,120.0,7.5,Pursaklar,2475000
8160,3,1.0,95.0,13.0,Pursaklar,2188500
8162,5,3.0,200.0,7.5,Pursaklar,2745000
8163,4,1.0,125.0,7.5,Pursaklar,2625000
8164,5,3.0,205.0,7.5,Pursaklar,2662500
8165,4,1.0,140.0,7.5,Pursaklar,2835000
8166,5,0.0,185.0,7.5,Pursaklar,4350000
8167,4,3.0,120.0,13.0,Pursaklar,2520000
8168,5,1.0,185.0,4.0,Pursaklar,7350000
8169,5,3.0,185.0,7.5,Pursaklar,3375000
8170,4,7.0,140.0,7.5,Pursaklar,3885000
8171,4,1.0,105.0,13.0,Pursaklar,2025000
8172,5,3.0,185.0,7.5,Pursaklar,5475000
8173,5,12.0,185.0,4.0,Pursaklar,4875000
8176,5,9.0,200.0,3.0,Pursaklar,7875000
8177,4,1.0,120.0,7.5,Pursaklar,3375000
8178,4,-1.0,100.0,20.0,Pursaklar,1747500
8179,3,1.0,100.0,18.0,Pursaklar,1867500
8180,4,3.0,125.0,13.0,Pursaklar,3150000
8181,4,3.0,125.0,4.0,Pursaklar,4762500
8182,5,5.0,200.0,4.0,Pursaklar,4650000
8183,5,1.0,200.0,0.0,Pursaklar,6375000
8184,4,7.0,140.0,13.0,Pursaklar,3525000
8185,4,-1.0,135.0,18.0,Pursaklar,2023500
8187,4,1.0,125.0,7.5,Pursaklar,2278500
8188,5,1.0,170.0,3.0,Pursaklar,4950000
8189,6,3.0,205.0,18.0,Pursaklar,3825000
8190,4,3.0,130.0,13.0,Pursaklar,3525000
8191,5,15.0,185.0,4.0,Pursaklar,6675000
8192,5,2.0,195.0,13.0,Pursaklar,4650000
8193,4,3.0,125.0,7.5,Pursaklar,3510000
8194,4,0.0,120.0,7.5,Pursaklar,2025000
8195,3,-1.0,100.0,18.0,Pursaklar,1725000
8196,4,4.0,160.0,4.0,Pursaklar,4500000
8197,4,7.0,170.0,7.5,Pursaklar,4123500
8198,4,7.0,160.0,4.0,Pursaklar,4875000
8199,4,3.0,120.0,7.5,Pursaklar,2923500
8201,2,1.0,57.0,0.0,Pursaklar,2235000
8202,5,13.0,185.0,4.0,Pursaklar,7350000
8203,4,8.0,155.0,7.5,Pursaklar,4650000
8204,5,12.0,200.0,4.0,Pursaklar,6187500
8205,4,3.0,135.0,13.0,Pursaklar,3000000
8206,4,6.0,135.0,18.0,Pursaklar,3435000
8207,4,-1.0,110.0,13.0,Pursaklar,2362500
8208,4,1.0,125.0,7.5,Pursaklar,2692500
8210,4,4.0,140.0,7.5,Pursaklar,3525000
8212,4,3.0,125.0,13.0,Pursaklar,3240000
8214,5,2.0,185.0,4.0,Pursaklar,5535000
8215,4,2.0,120.0,18.0,Pursaklar,2625000
8216,4,2.0,125.0,13.0,Pursaklar,2850000
8217,4,1.0,125.0,13.0,Pursaklar,2850000
8218,4,3.0,130.0,13.0,Pursaklar,3240000
8220,4,3.0,140.0,7.5,Pursaklar,3900000
8222,5,7.0,185.0,0.0,Pursaklar,4723500
8223,4,2.0,130.0,7.5,Pursaklar,3712500
8225,5,5.0,200.0,2.0,Pursaklar,6300000
8227,4,7.0,140.0,7.5,Pursaklar,3825000
8228,4,4.0,125.0,13.0,Pursaklar,2445000
8229,4,1.0,125.0,13.0,Pursaklar,2587500
8230,5,9.0,185.0,0.0,Pursaklar,5325000
8231,6,3.0,280.0,7.5,Pursaklar,3750000
8232,4,2.0,130.0,7.5,Pursaklar,2625000
8233,4,2.0,130.0,7.5,Pursaklar,2475000
8234,4,0.0,120.0,13.0,Pursaklar,2175000
8235,4,1.0,120.0,13.0,Pursaklar,2025000
8236,4,0.0,130.0,7.5,Pursaklar,2790000
8237,4,2.0,125.0,13.0,Pursaklar,2970000
8238,4,3.0,155.0,13.0,Pursaklar,2520000
8239,4,1.0,115.0,7.5,Pursaklar,2227500
8240,3,1.0,100.0,13.0,Pursaklar,2250000
8242,4,3.0,130.0,7.5,Pursaklar,2647500
8243,4,2.0,140.0,0.0,Pursaklar,4048500
8244,3,3.0,105.0,0.0,Pursaklar,7200000
8245,4,1.0,125.0,2.0,Pursaklar,4200000
8246,4,1.0,125.0,0.0,Pursaklar,4200000
8247,4,2.0,130.0,0.0,Pursaklar,3570000
8248,4,1.0,135.0,13.0,Pursaklar,2955000
8251,4,2.0,125.0,7.5,Pursaklar,2970000
8252,4,1.0,130.0,13.0,Pursaklar,3585000
8253,4,3.0,120.0,13.0,Pursaklar,2475000
8255,4,1.0,120.0,13.0,Pursaklar,2587500
8256,4,-1.0,120.0,7.5,Pursaklar,2250000
8257,6,3.0,300.0,13.0,Pursaklar,4170000
8258,4,3.0,125.0,7.5,Pursaklar,3150000
8259,4,2.0,115.0,18.0,Pursaklar,2400000
8260,5,12.0,190.0,3.0,Pursaklar,5850000
8261,5,9.0,185.0,2.0,Pursaklar,6450000
8264,4,1.0,130.0,13.0,Pursaklar,2527500
8266,4,3.0,155.0,7.5,Pursaklar,3720000
8267,4,3.0,125.0,3.0,Pursaklar,3480000
8268,5,13.0,205.0,4.0,Pursaklar,7125000
8270,5,1.0,190.0,7.5,Pursaklar,4275000
8271,5,3.0,185.0,4.0,Pursaklar,5475000
8272,5,7.0,190.0,4.0,Pursaklar,6750000
8274,5,4.0,185.0,4.0,Pursaklar,5362500
8275,5,12.0,190.0,0.0,Pursaklar,6450000
8276,4,3.0,155.0,7.5,Pursaklar,3697500
8277,5,11.0,190.0,3.0,Pursaklar,5137500
8278,4,3.0,150.0,18.0,Pursaklar,2623500
8279,5,14.0,180.0,0.0,Pursaklar,6150000
8280,5,11.0,190.0,4.0,Pursaklar,6000000
8282,4,3.0,155.0,7.5,Pursaklar,3523500
8283,4,1.0,130.0,13.0,Pursaklar,2835000
8284,5,4.0,190.0,4.0,Pursaklar,4935000
8285,4,4.0,120.0,18.0,Pursaklar,2775000
8286,6,3.0,320.0,18.0,Pursaklar,3750000
8288,5,3.0,200.0,0.0,Pursaklar,5400000
8289,5,0.0,200.0,3.0,Pursaklar,3000113
8290,5,8.0,320.0,7.5,Pursaklar,4875000
8293,4,2.0,125.0,13.0,Pursaklar,3135000
8295,4,10.0,190.0,4.0,Pursaklar,5340000
8297,5,4.0,185.0,7.5,Pursaklar,4935000
8298,4,3.0,125.0,7.5,Pursaklar,2925000
8299,5,1.0,190.0,0.0,Pursaklar,6000000
8300,4,4.0,135.0,0.0,Pursaklar,3975000
8301,5,7.0,210.0,0.0,Pursaklar,5025000
8302,5,1.0,185.0,7.5,Pursaklar,4275000
8303,4,1.0,125.0,13.0,Pursaklar,2953500
8304,4,-1.0,150.0,13.0,Pursaklar,2242500
8306,4,7.0,150.0,7.5,Pursaklar,3825000
8307,4,2.0,125.0,18.0,Pursaklar,2625000
8308,4,1.0,125.0,18.0,Pursaklar,3000000
8309,4,3.0,115.0,18.0,Pursaklar,2775000
8310,4,1.0,125.0,13.0,Pursaklar,2788500
8313,5,2.0,155.0,7.5,Pursaklar,4035000
8314,4,3.0,155.0,0.0,Pursaklar,5700000
8315,4,1.0,135.0,18.0,Pursaklar,3585000
8317,4,0.0,145.0,7.5,Pursaklar,3577500
8318,4,2.0,140.0,7.5,Pursaklar,3712500
8319,4,1.0,150.0,7.5,Pursaklar,3750000
8320,5,1.0,190.0,7.5,Pursaklar,4800000
8321,5,1.0,200.0,0.0,Pursaklar,5400000
8322,5,14.0,200.0,0.0,Pursaklar,5175000
8323,5,9.0,190.0,0.0,Pursaklar,5250000
8324,5,10.0,265.0,7.5,Pursaklar,6975000
8325,4,1.0,140.0,20.0,Pursaklar,2212500
8326,4,3.0,140.0,7.5,Pursaklar,3240000
8327,7,4.0,180.0,18.0,Pursaklar,2475000
8328,5,4.0,185.0,3.0,Pursaklar,5085000
8329,5,8.0,185.0,0.0,Pursaklar,5250000
8330,3,1.0,100.0,3.0,Pursaklar,2992500
8331,4,3.0,157.0,18.0,Pursaklar,2850000
8333,4,-1.0,130.0,0.0,Pursaklar,2325000
8334,4,5.0,125.0,13.0,Pursaklar,2940000
8335,5,2.0,165.0,7.5,Pursaklar,4035000
8336,5,3.0,300.0,13.0,Pursaklar,3300000
8337,5,1.0,200.0,7.5,Pursaklar,4275000
8338,4,3.0,130.0,0.0,Pursaklar,5100000
8339,4,1.0,120.0,18.0,Pursaklar,2610000
8340,4,4.0,125.0,13.0,Pursaklar,3135000
8341,4,3.0,135.0,7.5,Pursaklar,2842500
8342,9,3.0,350.0,7.5,Pursaklar,5175000
8343,5,1.0,195.0,4.0,Pursaklar,4275000
8344,5,4.0,205.0,4.0,Pursaklar,7800000
8345,3,2.0,110.0,7.5,Pursaklar,3450000
8346,4,0.0,145.0,2.0,Pursaklar,3150000
8347,5,6.0,200.0,4.0,Pursaklar,5925000
8348,4,5.0,140.0,7.5,Pursaklar,3750000
8349,4,1.0,160.0,7.5,Pursaklar,3577500
8350,4,-1.0,110.0,13.0,Pursaklar,1492500
8352,6,12.0,320.0,0.0,Pursaklar,9750000
8353,4,4.0,135.0,4.0,Pursaklar,4800000
8354,5,2.0,160.0,0.0,Pursaklar,5625000
8355,4,3.0,135.0,7.5,Pursaklar,3240000
8356,5,2.0,185.0,3.0,Pursaklar,5085000
8357,4,1.0,150.0,13.0,Pursaklar,2880000
8358,5,9.0,190.0,0.0,Pursaklar,6600000
8359,5,8.0,205.0,0.0,Pursaklar,5925000
8360,4,2.0,130.0,7.5,Pursaklar,3750000
8361,4,3.0,155.0,2.0,Pursaklar,3885000
8362,5,1.0,200.0,0.0,Pursaklar,5250000
8363,4,1.0,120.0,18.0,Pursaklar,2512500
8364,4,-1.0,110.0,7.5,Pursaklar,1950000
8365,4,11.0,190.0,0.0,Pursaklar,4425000
8366,5,2.0,210.0,3.0,Pursaklar,5625000
8367,5,5.0,200.0,4.0,Pursaklar,4500000
8368,4,3.0,125.0,13.0,Pursaklar,2640000
8369,4,1.0,160.0,7.5,Pursaklar,3975000
8370,4,3.0,135.0,7.5,Pursaklar,3885000
8371,5,16.0,200.0,4.0,Pursaklar,6750000
8373,7,3.0,235.0,13.0,Pursaklar,4725000
8374,3,1.0,105.0,13.0,Pursaklar,2475000
8375,5,5.0,175.0,7.5,Pursaklar,4500000
8376,4,0.0,130.0,13.0,Pursaklar,2173500
8377,4,7.0,145.0,18.0,Pursaklar,3585000
8378,5,4.0,180.0,7.5,Pursaklar,4725000
8379,4,1.0,135.0,0.0,Pursaklar,3975000
8380,5,10.0,220.0,0.0,Pursaklar,7125000
8381,5,3.0,165.0,2.0,Pursaklar,4335000
8382,5,1.0,210.0,4.0,Pursaklar,4350000
8383,4,3.0,130.0,7.5,Pursaklar,2752500
8384,5,4.0,185.0,7.5,Pursaklar,5250000
8385,4,3.0,125.0,13.0,Pursaklar,2752500
8386,4,2.0,130.0,7.5,Pursaklar,3570000
8387,4,2.0,145.0,13.0,Pursaklar,2992500
8389,4,3.0,125.0,13.0,Pursaklar,3135000
8390,5,13.0,200.0,1.0,Pursaklar,8100000
8391,5,4.0,190.0,4.0,Pursaklar,5250000
8392,4,3.0,115.0,13.0,Pursaklar,2640000
8393,4,4.0,130.0,18.0,Pursaklar,3135000
8395,4,3.0,135.0,18.0,Pursaklar,2925000
8396,4,1.0,125.0,13.0,Pursaklar,3675000
8397,5,8.0,220.0,4.0,Pursaklar,4648500
8398,3,0.0,115.0,0.0,Pursaklar,2848500
8399,4,3.0,130.0,13.0,Pursaklar,2520000
8400,5,1.0,155.0,0.0,Pursaklar,5250000
8401,4,3.0,130.0,18.0,Pursaklar,2925000
8402,5,13.0,205.0,0.0,Pursaklar,7875000
8403,4,1.0,155.0,7.5,Pursaklar,3750000
8404,5,-1.0,220.0,4.0,Pursaklar,3975000
8405,5,5.0,220.0,2.0,Pursaklar,6300000
8406,5,9.0,190.0,4.0,Pursaklar,5820000
8407,5,6.0,165.0,0.0,Pursaklar,5700000
8408,3,3.0,105.0,13.0,Pursaklar,1972500
8410,4,3.0,120.0,18.0,Pursaklar,1918500
8411,5,1.0,200.0,3.0,Pursaklar,4875000
8412,4,3.0,130.0,7.5,Pursaklar,3892500
8413,4,11.0,155.0,0.0,Pursaklar,4425000
8416,3,-1.0,110.0,13.0,Pursaklar,2475000
8417,4,3.0,135.0,13.0,Pursaklar,2640000
8418,4,1.0,140.0,13.0,Pursaklar,2362500
8419,4,-1.0,125.0,13.0,Pursaklar,2025000
8420,5,6.0,160.0,7.5,Pursaklar,5625000
8421,4,4.0,115.0,13.0,Pursaklar,2923500
8422,4,2.0,155.0,7.5,Pursaklar,3975000
8423,5,9.0,190.0,0.0,Pursaklar,5625000
8424,6,3.0,278.0,13.0,Pursaklar,3718500
8425,3,0.0,110.0,0.0,Pursaklar,2835000
8426,4,1.0,130.0,2.0,Pursaklar,2850000
8427,4,1.0,140.0,7.5,Pursaklar,3150000
8428,4,2.0,125.0,7.5,Pursaklar,3712500
8429,5,1.0,190.0,4.0,Pursaklar,4050000
8430,5,0.0,180.0,0.0,Pursaklar,5250000
8431,4,2.0,160.0,7.5,Pursaklar,3600000
8432,5,10.0,180.0,0.0,Pursaklar,4875000
8433,5,1.0,200.0,0.0,Pursaklar,4950000
8434,5,9.0,200.0,0.0,Pursaklar,8925000
8435,4,1.0,125.0,13.0,Pursaklar,2970000
8437,5,9.0,195.0,0.0,Pursaklar,8250000
8438,4,-1.0,135.0,7.5,Pursaklar,3750000
8440,3,2.0,120.0,7.5,Pursaklar,3450000
8441,5,8.0,180.0,4.0,Pursaklar,4648500
8442,4,0.0,110.0,13.0,Pursaklar,2092500
8443,4,3.0,125.0,7.5,Pursaklar,3892500
8445,4,3.0,110.0,13.0,Pursaklar,2923500
8446,5,0.0,180.0,0.0,Pursaklar,6000000
8447,4,4.0,125.0,18.0,Pursaklar,2325000
8448,4,0.0,125.0,7.5,Pursaklar,2788500
8449,5,12.0,185.0,7.5,Pursaklar,6225000
8450,5,15.0,185.0,1.0,Pursaklar,5625000
8451,3,0.0,100.0,0.0,Pursaklar,2850000
8453,5,9.0,185.0,2.0,Pursaklar,7335000
8454,4,3.0,125.0,20.0,Pursaklar,2775000
8455,4,1.0,125.0,18.0,Pursaklar,2925000
8456,4,2.0,160.0,7.5,Pursaklar,4500000
8457,4,3.0,125.0,13.0,Pursaklar,2662500
8458,5,1.0,200.0,0.0,Pursaklar,4875000
8459,4,1.0,150.0,7.5,Pursaklar,3150000
8460,4,2.0,135.0,4.0,Pursaklar,3570000
8461,4,3.0,155.0,7.5,Pursaklar,3900000
8462,4,1.0,135.0,13.0,Pursaklar,2925000
8463,4,3.0,110.0,18.0,Pursaklar,2640000
8465,3,0.0,100.0,18.0,Pursaklar,2475000
8467,5,6.0,190.0,1.0,Pursaklar,6300000
8468,5,5.0,185.0,3.0,Pursaklar,5512500
8469,5,17.0,200.0,2.0,Pursaklar,6375000
8470,4,1.0,125.0,13.0,Pursaklar,3285000
8471,4,3.0,130.0,13.0,Pursaklar,3900000
8472,4,1.0,130.0,1.0,Pursaklar,4575000
8473,5,4.0,185.0,3.0,Pursaklar,5100000
8474,4,3.0,125.0,18.0,Pursaklar,2880000
8475,5,1.0,190.0,3.0,Pursaklar,4762500
8476,4,2.0,150.0,13.0,Pursaklar,2923500
8477,5,7.0,180.0,2.0,Pursaklar,4777500
8479,4,3.0,125.0,13.0,Pursaklar,2812500
8480,5,5.0,185.0,7.5,Pursaklar,4650000
8481,4,2.0,130.0,18.0,Pursaklar,2992500
8482,3,2.0,95.0,13.0,Pursaklar,1350000
8484,5,2.0,160.0,4.0,Pursaklar,4800000
8485,5,1.0,195.0,3.0,Pursaklar,4687500
8486,5,1.0,195.0,0.0,Pursaklar,7350000
8488,4,3.0,125.0,7.5,Pursaklar,3277500
8490,6,8.0,300.0,7.5,Pursaklar,4875000
8491,3,1.0,125.0,2.0,Pursaklar,2715000
8492,4,3.0,130.0,2.0,Pursaklar,3570000
8493,4,2.0,135.0,7.5,Pursaklar,4275000
8496,5,4.0,190.0,1.0,Pursaklar,5100000
8497,4,5.0,165.0,7.5,Pursaklar,5400000
8498,3,-1.0,90.0,13.0,Pursaklar,1198500
8499,5,14.0,200.0,0.0,Pursaklar,5775000
8500,4,3.0,140.0,13.0,Pursaklar,2970000
8501,4,3.0,125.0,18.0,Pursaklar,2985000
8502,4,1.0,115.0,18.0,Pursaklar,2175000
8503,4,1.0,130.0,7.5,Pursaklar,3225000
8504,5,12.0,205.0,3.0,Pursaklar,5775000
8505,4,5.0,150.0,7.5,Pursaklar,4185000
8507,5,13.0,200.0,0.0,Pursaklar,5025000
8509,4,3.0,145.0,13.0,Pursaklar,2782500
8510,4,1.0,125.0,7.5,Pursaklar,3675000
8512,4,1.0,115.0,13.0,Pursaklar,2100000
8514,5,-1.0,190.0,7.5,Pursaklar,3975000
8516,4,2.0,135.0,2.0,Pursaklar,3570000
8517,5,3.0,190.0,0.0,Pursaklar,6300000
8518,5,12.0,205.0,0.0,Pursaklar,6450000
8519,4,-1.0,125.0,7.5,Pursaklar,3373500
8520,4,-1.0,120.0,13.0,Pursaklar,1950000
8521,3,2.0,120.0,0.0,Pursaklar,3900000
8522,5,1.0,160.0,7.5,Pursaklar,4800000
8523,4,1.0,130.0,0.0,Pursaklar,4425000
8525,5,8.0,195.0,4.0,Pursaklar,5250000
8527,4,1.0,120.0,7.5,Pursaklar,2805000
