,RoomCount,Floor,Size(m2),Age,District,Price(TL)
2793,3,1.0,86.0,13.0,Etimesgut,3150000
2794,5,3.0,210.0,7.5,Etimesgut,3495000
2795,4,3.0,130.0,7.5,Etimesgut,2955000
2796,3,16.0,130.0,4.0,Etimesgut,4348500
2797,4,1.0,110.0,18.0,Etimesgut,3450000
2798,4,2.0,125.0,13.0,Etimesgut,3000000
2799,4,1.0,145.0,13.0,Etimesgut,3675000
2800,4,1.0,167.0,13.0,Etimesgut,3225000
2801,4,1.0,130.0,13.0,Etimesgut,2308500
2802,4,1.0,130.0,13.0,Etimesgut,2833500
2803,4,1.0,120.0,0.0,Etimesgut,3900000
2804,4,1.0,120.0,0.0,Etimesgut,3150000
2805,3,1.0,90.0,13.0,Etimesgut,2473500
2806,3,1.0,90.0,7.5,Etimesgut,1875000
2807,4,2.0,145.0,18.0,Etimesgut,3600000
2808,4,5.0,160.0,4.0,Etimesgut,6750000
2809,3,1.0,70.0,0.0,Etimesgut,3592500
2810,5,2.0,177.0,7.5,Etimesgut,9658500
2811,6,4.0,220.0,13.0,Etimesgut,4237500
2812,5,1.0,165.0,13.0,Etimesgut,3523500
2813,2,1.0,55.0,13.0,Etimesgut,2925000
2814,4,7.0,150.0,7.5,Etimesgut,8925000
2815,4,0.0,125.0,7.5,Etimesgut,2325000
2816,3,1.0,79.0,20.0,Etimesgut,2835000
2817,3,1.0,100.0,13.0,Etimesgut,2302500
2818,5,2.0,175.0,0.0,Etimesgut,10125000
2819,9,10.0,360.0,7.5,Etimesgut,12375000
2820,4,-1.0,120.0,0.0,Etimesgut,3075000
2821,6,3.0,280.0,13.0,Etimesgut,4275000
2822,4,3.0,140.0,7.5,Etimesgut,4185000
2823,7,13.0,295.0,13.0,Etimesgut,12300000
2824,4,-1.0,125.0,7.5,Etimesgut,2325000
2825,1,9.0,65.0,4.0,Etimesgut,3300000
2826,4,3.0,220.0,7.5,Etimesgut,4650000
2827,5,2.0,170.0,7.5,Etimesgut,5242500
2828,4,1.0,125.0,13.0,Etimesgut,3435000
2829,3,1.0,100.0,13.0,Etimesgut,2475000
2830,3,11.0,100.0,20.0,Etimesgut,3240000
2831,4,1.0,105.0,18.0,Etimesgut,2700000
2832,4,2.0,125.0,13.0,Etimesgut,3892500
2833,4,2.0,180.0,7.5,Etimesgut,4875000
2834,4,1.0,170.0,7.5,Etimesgut,5625000
2835,4,4.0,125.0,13.0,Etimesgut,4470000
2836,4,3.0,180.0,7.5,Etimesgut,3570000
2837,4,2.0,120.0,13.0,Etimesgut,3637500
2838,4,6.0,195.0,13.0,Etimesgut,7087500
2839,3,1.0,95.0,20.0,Etimesgut,3187500
2840,4,3.0,130.0,13.0,Etimesgut,2518500
2841,4,3.0,130.0,18.0,Etimesgut,4425000
2842,4,1.0,125.0,18.0,Etimesgut,2983500
2843,4,14.0,100.0,20.0,Etimesgut,3855000
2844,4,1.0,160.0,7.5,Etimesgut,6000000
2845,6,3.0,255.0,13.0,Etimesgut,3750000
2846,4,1.0,110.0,7.5,Etimesgut,2370000
2847,4,1.0,115.0,18.0,Etimesgut,2998500
2848,4,3.0,115.0,13.0,Etimesgut,2548500
2849,4,2.0,115.0,13.0,Etimesgut,2685000
2850,4,2.0,130.0,13.0,Etimesgut,3892500
2852,4,3.0,115.0,18.0,Etimesgut,2520000
2853,4,1.0,125.0,13.0,Etimesgut,3000000
2854,6,3.0,225.0,13.0,Etimesgut,3870000
2855,5,3.0,165.0,13.0,Etimesgut,4320000
2856,4,3.0,135.0,18.0,Etimesgut,4875000
2857,5,3.0,200.0,1.0,Etimesgut,6300000
2858,3,1.0,85.0,18.0,Etimesgut,2205000
2859,4,-1.0,125.0,18.0,Etimesgut,2700000
2860,4,2.0,120.0,18.0,Etimesgut,3750000
2861,3,1.0,80.0,0.0,Etimesgut,2400000
2862,4,6.0,130.0,18.0,Etimesgut,4650000
2863,4,1.0,120.0,0.0,Etimesgut,4425000
2864,4,1.0,105.0,7.5,Etimesgut,2625000
2865,4,1.0,115.0,13.0,Etimesgut,2677500
2866,4,2.0,130.0,13.0,Etimesgut,3600000
2867,2,-1.0,75.0,13.0,Etimesgut,1573500
2868,4,1.0,130.0,13.0,Etimesgut,3225000
2869,4,3.0,120.0,13.0,Etimesgut,3750000
2870,6,4.0,180.0,0.0,Etimesgut,6750000
2871,3,1.0,90.0,0.0,Etimesgut,4515000
2872,3,2.0,90.0,0.0,Etimesgut,4560000
2873,5,3.0,190.0,0.0,Etimesgut,10875000
2874,4,2.0,120.0,13.0,Etimesgut,3898500
2875,4,3.0,150.0,0.0,Etimesgut,5173500
2876,4,2.0,150.0,0.0,Etimesgut,5023500
2877,6,3.0,240.0,13.0,Etimesgut,4200000
2879,6,3.0,240.0,13.0,Etimesgut,3600000
2881,4,12.0,170.0,7.5,Etimesgut,4470000
2882,4,6.0,170.0,7.5,Etimesgut,5355000
2883,4,8.0,170.0,7.5,Etimesgut,5415000
2884,4,1.0,145.0,0.0,Etimesgut,6150000
2885,5,3.0,185.0,13.0,Etimesgut,4873500
2886,5,3.0,165.0,13.0,Etimesgut,3300000
2887,4,3.0,165.0,7.5,Etimesgut,4800000
2888,4,2.0,125.0,13.0,Etimesgut,3300000
2889,4,2.0,130.0,7.5,Etimesgut,3885000
2890,4,1.0,130.0,7.5,Etimesgut,3735000
2891,4,3.0,125.0,18.0,Etimesgut,3825000
2892,4,3.0,250.0,7.5,Etimesgut,4125000
2893,2,2.0,60.0,18.0,Etimesgut,2400000
2894,5,2.0,195.0,0.0,Etimesgut,7725000
2895,4,1.0,160.0,0.0,Etimesgut,7425000
2896,4,1.0,135.0,7.5,Etimesgut,2992500
2897,4,2.0,129.0,13.0,Etimesgut,3892500
2898,4,1.0,120.0,7.5,Etimesgut,4200000
2899,4,1.0,180.0,0.0,Etimesgut,5175000
2900,3,4.0,65.0,7.5,Etimesgut,2325000
2901,3,2.0,100.0,4.0,Etimesgut,3600000
2902,3,1.0,95.0,18.0,Etimesgut,1575000
2903,3,1.0,100.0,7.5,Etimesgut,2542500
2904,4,2.0,130.0,18.0,Etimesgut,3892500
2905,4,2.0,125.0,13.0,Etimesgut,2623500
2906,4,1.0,135.0,13.0,Etimesgut,2518500
2907,4,1.0,120.0,18.0,Etimesgut,1948500
2908,4,1.0,160.0,0.0,Etimesgut,6298500
2909,4,3.0,135.0,7.5,Etimesgut,4350000
2910,4,5.0,150.0,7.5,Etimesgut,5617500
2911,5,3.0,150.0,18.0,Etimesgut,3973500
2912,4,3.0,130.0,13.0,Etimesgut,3225000
2913,4,1.0,125.0,4.0,Etimesgut,4725000
2914,4,3.0,125.0,13.0,Etimesgut,2625000
2915,4,2.0,125.0,13.0,Etimesgut,2700000
2916,4,3.0,130.0,13.0,Etimesgut,2625000
2917,4,2.0,145.0,7.5,Etimesgut,3217500
2919,4,3.0,137.0,7.5,Etimesgut,3900000
2920,4,2.0,150.0,0.0,Etimesgut,5175000
2921,5,12.0,196.0,7.5,Etimesgut,5625000
2922,4,2.0,140.0,13.0,Etimesgut,3675000
2923,4,2.0,105.0,18.0,Etimesgut,2625000
2924,4,8.0,135.0,20.0,Etimesgut,4950000
2925,2,5.0,55.0,7.5,Etimesgut,3000000
2927,4,2.0,160.0,4.0,Etimesgut,6187500
2928,3,2.0,90.0,18.0,Etimesgut,3223500
2929,4,12.0,125.0,7.5,Etimesgut,3300000
2930,4,1.0,140.0,7.5,Etimesgut,3975000
2931,3,1.0,95.0,20.0,Etimesgut,3487500
2932,4,3.0,120.0,20.0,Etimesgut,3825000
2934,4,3.0,170.0,7.5,Etimesgut,5775000
2935,4,6.0,155.0,13.0,Etimesgut,5325000
2936,4,1.0,140.0,7.5,Etimesgut,4237500
