RoomCount,Floor,Size(m2),Age,District,Price(TL)
4,1.0,135.0,4.0,Keçiören,2992500
4,4.0,125.0,18.0,Keçiören,3000000
4,2.0,135.0,18.0,Keçiören,3300000
4,-1.0,130.0,7.5,Keçiören,2227500
4,2.0,140.0,0.0,Keçiören,4875000
4,1.0,130.0,2.0,Keçiören,2773500
4,2.0,125.0,13.0,Keçiören,2662500
7,4.0,270.0,18.0,Keçiören,6750000
4,1.0,135.0,13.0,Keçiören,3433500
4,-1.0,110.0,18.0,Keçiören,2062500
4,2.0,105.0,7.5,Keçiören,3000000
4,1.0,125.0,18.0,Keçiören,2983500
3,-2.0,115.0,7.5,Keçiören,2083500
3,0.0,110.0,2.0,Keçiören,2392500
3,1.0,90.0,20.0,Keçiören,2317500
3,1.0,105.0,18.0,Keçiören,2175000
4,2.0,130.0,7.5,Keçiören,2775000
5,0.0,140.0,7.5,Keçiören,2235000
5,2.0,160.0,0.0,Keçiören,5775000
5,16.0,260.0,1.0,Keçiören,9750000
5,16.0,260.0,1.0,Keçiören,6150000
5,14.0,185.0,0.0,Keçiören,7873500
4,9.0,160.0,7.5,Keçiören,5623500
5,1.0,165.0,4.0,Keçiören,3847500
4,3.0,120.0,18.0,Keçiören,2323500
4,1.0,140.0,7.5,Keçiören,2685000
3,1.0,115.0,3.0,Keçiören,2623500
4,5.0,155.0,4.0,Keçiören,3898500
4,1.0,145.0,7.5,Keçiören,3975000
4,3.0,120.0,20.0,Keçiören,2647500
4,2.0,115.0,18.0,Keçiören,3750000
4,1.0,130.0,20.0,Keçiören,5233500
4,2.0,125.0,18.0,Keçiören,3750000
4,1.0,125.0,20.0,Keçiören,3142500
4,2.0,125.0,20.0,Keçiören,3270000
4,2.0,130.0,18.0,Keçiören,3675000
4,1.0,125.0,7.5,Keçiören,3562500
4,0.0,110.0,20.0,Keçiören,2370000
4,0.0,105.0,20.0,Keçiören,2368500
4,3.0,145.0,4.0,Keçiören,3748500
4,3.0,145.0,0.0,Keçiören,4275000
5,9.0,195.0,4.0,Keçiören,6825000
4,2.0,125.0,2.0,Keçiören,4012500
4,2.0,140.0,4.0,Keçiören,3283500
4,3.0,135.0,20.0,Keçiören,3375000
5,6.0,170.0,4.0,Keçiören,6598500
3,-3.0,110.0,7.5,Keçiören,1723500
3,0.0,85.0,7.5,Keçiören,2272500
3,3.0,90.0,20.0,Keçiören,2122500
4,2.0,110.0,13.0,Keçiören,4485000
4,3.0,130.0,13.0,Keçiören,2728500
3,1.0,90.0,7.5,Keçiören,2287500
4,3.0,145.0,18.0,Keçiören,2818500
4,10.0,190.0,7.5,Keçiören,6750000
5,2.0,150.0,7.5,Keçiören,4785000
4,2.0,135.0,13.0,Keçiören,5025000
4,11.0,160.0,7.5,Keçiören,6150000
4,2.0,150.0,0.0,Keçiören,4950000
4,3.0,130.0,7.5,Keçiören,4125000
4,4.0,130.0,2.0,Keçiören,5475000
4,2.0,150.0,4.0,Keçiören,4650000
4,1.0,150.0,7.5,Keçiören,3073500
4,1.0,138.0,20.0,Keçiören,3268500
5,10.0,205.0,7.5,Keçiören,6748500
4,11.0,170.0,7.5,Keçiören,5925000
4,1.0,120.0,20.0,Keçiören,3870000
4,-1.0,135.0,4.0,Keçiören,2653500
3,1.0,95.0,20.0,Keçiören,2385000
5,7.0,230.0,3.0,Keçiören,9750000
4,1.0,140.0,7.5,Keçiören,4048500
4,2.0,135.0,13.0,Keçiören,3600000
4,2.0,130.0,7.5,Keçiören,3583500
5,11.0,160.0,0.0,Keçiören,7425000
4,2.0,110.0,13.0,Keçiören,2775000
3,2.0,110.0,7.5,Keçiören,2550000
5,2.0,160.0,0.0,Keçiören,5475000
3,2.0,110.0,7.5,Keçiören,2850000
5,1.0,140.0,4.0,Keçiören,2025000
4,2.0,140.0,13.0,Keçiören,3525000
5,1.0,180.0,13.0,Keçiören,5625000
3,-1.0,100.0,0.0,Keçiören,2775000
4,1.0,125.0,13.0,Keçiören,2968500
4,1.0,140.0,13.0,Keçiören,2818500
4,3.0,138.0,7.5,Keçiören,5250000
4,3.0,155.0,7.5,Keçiören,4170000
4,2.0,125.0,13.0,Keçiören,3225000
7,3.0,260.0,18.0,Keçiören,6675000
3,1.0,110.0,18.0,Keçiören,2175000
4,1.0,130.0,20.0,Keçiören,3855000
4,1.0,90.0,20.0,Keçiören,2248500
4,4.0,155.0,13.0,Keçiören,6735000
5,3.0,210.0,0.0,Keçiören,8175000
5,1.0,210.0,0.0,Keçiören,8925000
4,2.0,130.0,18.0,Keçiören,2623500
4,3.0,140.0,4.0,Keçiören,3597000
5,10.0,200.0,3.0,Keçiören,6742500
4,3.0,150.0,7.5,Keçiören,5550000
5,2.0,220.0,0.0,Keçiören,8250000
5,9.0,195.0,0.0,Keçiören,9000000
4,1.0,115.0,13.0,Keçiören,2025000
5,3.0,170.0,4.0,Keçiören,5175000
5,2.0,120.0,7.5,Keçiören,3450000
4,8.0,130.0,7.5,Keçiören,6750000
3,-2.0,100.0,13.0,Keçiören,1725000
4,1.0,96.0,18.0,Keçiören,2025000
5,1.0,160.0,7.5,Keçiören,3825000
4,2.0,130.0,0.0,Keçiören,5398500
4,3.0,130.0,7.5,Keçiören,4387500
4,1.0,130.0,4.0,Keçiören,2715000
3,-1.0,120.0,18.0,Keçiören,2023500
3,-2.0,110.0,13.0,Keçiören,2023500
5,1.0,145.0,7.5,Keçiören,2062500
4,0.0,125.0,13.0,Keçiören,2212500
4,1.0,130.0,18.0,Keçiören,3375000
3,1.0,105.0,20.0,Keçiören,3178500
5,1.0,180.0,3.0,Keçiören,6285000
4,3.0,130.0,13.0,Keçiören,2617500
3,0.0,100.0,13.0,Keçiören,2317500
5,4.0,190.0,0.0,Keçiören,9448500
4,1.0,140.0,0.0,Keçiören,3735000
5,3.0,150.0,7.5,Keçiören,4483500
4,9.0,155.0,13.0,Keçiören,4192500
4,3.0,130.0,20.0,Keçiören,3433500
4,1.0,120.0,20.0,Keçiören,3142500
8,4.0,345.0,0.0,Keçiören,7275000
4,3.0,130.0,13.0,Keçiören,2533500
4,-1.0,130.0,7.5,Keçiören,1948500
4,2.0,135.0,7.5,Keçiören,3750000
4,0.0,155.0,13.0,Keçiören,5248500
5,5.0,200.0,1.0,Keçiören,9975000
4,3.0,145.0,7.5,Keçiören,4485000
4,5.0,140.0,7.5,Keçiören,3142500
4,0.0,130.0,4.0,Keçiören,2685000
4,0.0,130.0,13.0,Keçiören,2400000
4,1.0,140.0,7.5,Keçiören,3493500
4,0.0,125.0,18.0,Keçiören,2242500
4,2.0,120.0,13.0,Keçiören,2925000
4,12.0,170.0,2.0,Keçiören,12225000
3,0.0,105.0,18.0,Keçiören,3223500
4,2.0,149.0,7.5,Keçiören,4950000
5,3.0,180.0,4.0,Keçiören,7125000
4,3.0,150.0,7.5,Keçiören,3442500
4,1.0,130.0,7.5,Keçiören,3412500
4,4.0,130.0,13.0,Keçiören,2530500
4,-1.0,150.0,13.0,Keçiören,2175000
4,2.0,120.0,20.0,Keçiören,2497500
4,1.0,130.0,13.0,Keçiören,2812500
5,1.0,165.0,0.0,Keçiören,4800000
3,-2.0,95.0,20.0,Keçiören,1605000
3,1.0,70.0,20.0,Keçiören,1942500
4,1.0,135.0,13.0,Keçiören,3975000
4,3.0,140.0,0.0,Keçiören,4768500
5,2.0,150.0,7.5,Keçiören,4311000
4,1.0,140.0,18.0,Keçiören,5172000
4,2.0,130.0,18.0,Keçiören,4042500
4,2.0,140.0,7.5,Keçiören,3433500
4,3.0,140.0,7.5,Keçiören,3598500
4,4.0,135.0,7.5,Keçiören,3750000
4,1.0,130.0,18.0,Keçiören,3855000
5,25.0,220.0,2.0,Keçiören,8625000
4,1.0,135.0,13.0,Keçiören,2850000
4,-1.0,140.0,13.0,Keçiören,2692500
4,1.0,140.0,18.0,Keçiören,2842500
4,1.0,130.0,13.0,Keçiören,2925000
4,2.0,130.0,18.0,Keçiören,2550000
4,1.0,130.0,20.0,Keçiören,5100000
4,2.0,120.0,20.0,Keçiören,3450000
4,2.0,130.0,20.0,Keçiören,3525000
4,-3.0,115.0,20.0,Keçiören,1875000
3,1.0,120.0,20.0,Keçiören,2167500
4,3.0,125.0,13.0,Keçiören,2428500
4,1.0,125.0,7.5,Keçiören,2848500
4,1.0,125.0,7.5,Keçiören,2173500
5,2.0,170.0,0.0,Keçiören,4800000
5,4.0,155.0,3.0,Keçiören,3900000
4,1.0,135.0,4.0,Keçiören,3285000
4,2.0,125.0,7.5,Keçiören,3405000
3,0.0,90.0,13.0,Keçiören,2625000
5,1.0,210.0,4.0,Keçiören,7425000
4,1.0,150.0,7.5,Keçiören,3223500
4,2.0,130.0,18.0,Keçiören,3448500
4,2.0,130.0,18.0,Keçiören,3973500
4,2.0,115.0,18.0,Keçiören,3825000
4,4.0,140.0,7.5,Keçiören,3823500
4,2.0,135.0,18.0,Keçiören,3825000
4,1.0,125.0,18.0,Keçiören,2715000
3,-1.0,90.0,20.0,Keçiören,1477500
4,8.0,170.0,7.5,Keçiören,6375000
4,2.0,164.0,13.0,Keçiören,6127500
3,2.0,95.0,20.0,Keçiören,1873500
4,2.0,145.0,13.0,Keçiören,2925000
4,3.0,145.0,4.0,Keçiören,3862500
4,2.0,130.0,18.0,Keçiören,3817500
7,3.0,260.0,7.5,Keçiören,4800000
3,1.0,110.0,20.0,Keçiören,2325000
4,4.0,110.0,18.0,Keçiören,2248500
4,2.0,130.0,18.0,Keçiören,4035000
4,3.0,130.0,7.5,Keçiören,3712500
4,8.0,130.0,18.0,Keçiören,3922500
4,1.0,130.0,1.0,Keçiören,2565000
4,1.0,180.0,13.0,Keçiören,3525000
6,4.0,260.0,18.0,Keçiören,5550000
4,3.0,120.0,20.0,Keçiören,3523500
4,1.0,150.0,13.0,Keçiören,3562500
3,1.0,100.0,0.0,Keçiören,2775000
4,-1.0,130.0,7.5,Keçiören,2473500
4,1.0,145.0,13.0,Keçiören,3658500
5,3.0,190.0,7.5,Keçiören,4950000
4,1.0,110.0,7.5,Keçiören,3675000
5,5.0,160.0,7.5,Keçiören,3750000
5,13.0,205.0,1.0,Keçiören,6525000
4,4.0,130.0,13.0,Keçiören,2685000
4,2.0,125.0,18.0,Keçiören,3135000
4,1.0,130.0,18.0,Keçiören,2443500
4,1.0,125.0,7.5,Keçiören,2100000
3,-2.0,100.0,7.5,Keçiören,1948500
4,1.0,125.0,18.0,Keçiören,2835000
4,-2.0,115.0,18.0,Keçiören,1873500
4,1.0,120.0,7.5,Keçiören,2848500
6,4.0,255.0,7.5,Keçiören,3868500
3,1.0,105.0,20.0,Keçiören,2925000
5,3.0,155.0,13.0,Keçiören,3000000
3,-2.0,95.0,13.0,Keçiören,1672500
3,0.0,100.0,18.0,Keçiören,2062500
4,1.0,145.0,13.0,Keçiören,3975000
5,18.0,220.0,0.0,Keçiören,11685000
4,3.0,130.0,13.0,Keçiören,2932500
4,0.0,125.0,18.0,Keçiören,2475000
7,3.0,270.0,13.0,Keçiören,3825000
5,1.0,135.0,13.0,Keçiören,3435000
4,3.0,150.0,4.0,Keçiören,3225000
3,0.0,90.0,20.0,Keçiören,1948500
3,1.0,96.0,13.0,Keçiören,2842500
4,1.0,140.0,7.5,Keçiören,3975000
5,1.0,140.0,7.5,Keçiören,5250000
4,1.0,110.0,20.0,Keçiören,2700000
4,3.0,140.0,0.0,Keçiören,4783500
3,1.0,90.0,20.0,Keçiören,3133500
3,1.0,105.0,18.0,Keçiören,2527500
5,3.0,170.0,13.0,Keçiören,4485000
5,5.0,250.0,2.0,Keçiören,5700000
3,1.0,100.0,18.0,Keçiören,2325000
5,3.0,155.0,3.0,Keçiören,4125000
4,1.0,138.0,20.0,Keçiören,2527500
4,1.0,150.0,13.0,Keçiören,3540000
4,1.0,130.0,13.0,Keçiören,4275000
4,2.0,120.0,7.5,Keçiören,4725000
4,2.0,120.0,20.0,Keçiören,3270000
6,2.0,140.0,20.0,Keçiören,4050000
4,1.0,128.0,7.5,Keçiören,2175000
4,2.0,140.0,20.0,Keçiören,5175000
4,1.0,140.0,4.0,Keçiören,3600000
4,3.0,140.0,7.5,Keçiören,3195000
4,1.0,130.0,7.5,Keçiören,2758500
4,-1.0,120.0,20.0,Keçiören,2218500
5,5.0,175.0,1.0,Keçiören,4387500
3,0.0,105.0,13.0,Keçiören,2077500
4,1.0,130.0,13.0,Keçiören,2272500
4,0.0,120.0,7.5,Keçiören,2467500
4,11.0,140.0,18.0,Keçiören,5625000
5,1.0,210.0,0.0,Keçiören,7125000
5,14.0,210.0,2.0,Keçiören,6187500
3,1.0,110.0,18.0,Keçiören,3150000
4,2.0,130.0,4.0,Keçiören,4755000
4,3.0,130.0,7.5,Keçiören,4350000
3,-2.0,105.0,13.0,Keçiören,2077500
4,0.0,120.0,13.0,Keçiören,2457000
7,4.0,320.0,4.0,Keçiören,6000000
4,2.0,125.0,7.5,Keçiören,4725000
4,-2.0,120.0,7.5,Keçiören,2241000
5,1.0,165.0,7.5,Keçiören,5250000
4,2.0,150.0,3.0,Keçiören,4425000
4,3.0,130.0,7.5,Keçiören,3238500
4,1.0,130.0,18.0,Keçiören,3300000
4,-2.0,130.0,7.5,Keçiören,2095500
4,1.0,140.0,7.5,Keçiören,2653500
4,0.0,130.0,7.5,Keçiören,2685000
4,3.0,140.0,13.0,Keçiören,3523500
4,2.0,130.0,13.0,Keçiören,3892500
6,3.0,280.0,18.0,Keçiören,3600000
5,13.0,160.0,0.0,Keçiören,6150000
4,6.0,115.0,13.0,Keçiören,2475000
4,2.0,125.0,20.0,Keçiören,4123500
4,1.0,135.0,7.5,Keçiören,3974850
4,2.0,140.0,13.0,Keçiören,3900000
4,3.0,140.0,18.0,Keçiören,3298500
3,1.0,110.0,7.5,Keçiören,1978500
4,2.0,110.0,4.0,Keçiören,4350000
4,3.0,130.0,2.0,Keçiören,3750000
4,1.0,120.0,7.5,Keçiören,3750000
5,5.0,220.0,4.0,Keçiören,6337500
4,2.0,125.0,18.0,Keçiören,3412500
4,1.0,135.0,7.5,Keçiören,2685000
3,0.0,108.0,18.0,Keçiören,1948500
6,4.0,230.0,7.5,Keçiören,4348500
4,-1.0,125.0,20.0,Keçiören,2250000
3,0.0,135.0,4.0,Keçiören,1843500
4,1.0,145.0,7.5,Keçiören,3517500
4,3.0,130.0,18.0,Keçiören,2518500
4,1.0,134.0,18.0,Keçiören,5233500
4,1.0,130.0,13.0,Keçiören,3793500
4,6.0,145.0,13.0,Keçiören,4125000
4,1.0,145.0,0.0,Keçiören,2925000
4,2.0,130.0,13.0,Keçiören,2383500
4,1.0,130.0,7.5,Keçiören,2685000
4,2.0,170.0,20.0,Keçiören,6127500
4,2.0,130.0,18.0,Keçiören,5025000
4,2.0,130.0,0.0,Keçiören,3705000
4,1.0,130.0,7.5,Keçiören,4048500
4,1.0,125.0,13.0,Keçiören,2818500
4,1.0,125.0,7.5,Keçiören,2818500
3,1.0,90.0,20.0,Keçiören,1543500
4,0.0,130.0,13.0,Keçiören,2548500
4,-1.0,130.0,13.0,Keçiören,2235000
4,-1.0,130.0,4.0,Keçiören,2325000
4,3.0,130.0,18.0,Keçiören,3225000
4,1.0,125.0,18.0,Keçiören,2968500
5,3.0,245.0,18.0,Keçiören,5850000
3,18.0,100.0,0.0,Keçiören,8233500
4,2.0,130.0,20.0,Keçiören,2743500
4,1.0,125.0,18.0,Keçiören,2698500
4,3.0,140.0,13.0,Keçiören,4725000
4,3.0,145.0,18.0,Keçiören,4120500
4,3.0,130.0,18.0,Keçiören,2908500
5,3.0,145.0,1.0,Keçiören,6750000
4,1.0,145.0,18.0,Keçiören,5083500
4,3.0,135.0,18.0,Keçiören,3148500
4,3.0,135.0,18.0,Keçiören,2767500
5,21.0,225.0,0.0,Keçiören,10425000
4,3.0,140.0,4.0,Keçiören,3973500
5,2.0,205.0,3.0,Keçiören,6750000
4,1.0,125.0,18.0,Keçiören,4462500
5,12.0,245.0,1.0,Keçiören,6900000
4,0.0,125.0,7.5,Keçiören,2188500
3,1.0,125.0,20.0,Keçiören,4275000
4,2.0,130.0,20.0,Keçiören,3975000
4,9.0,180.0,7.5,Keçiören,5625000
4,4.0,130.0,4.0,Keçiören,2992500
5,1.0,220.0,3.0,Keçiören,7048500
5,15.0,230.0,2.0,Keçiören,8998500
5,9.0,225.0,1.0,Keçiören,9750000
5,1.0,200.0,1.0,Keçiören,5385000
5,25.0,210.0,2.0,Keçiören,8548500
4,2.0,135.0,18.0,Keçiören,3883500
4,3.0,135.0,18.0,Keçiören,2998500
4,3.0,130.0,7.5,Keçiören,3825000
4,2.0,125.0,20.0,Keçiören,2698500
3,4.0,125.0,0.0,Keçiören,2925000
5,1.0,200.0,0.0,Keçiören,5850000
5,11.0,195.0,0.0,Keçiören,8100000
4,1.0,130.0,13.0,Keçiören,2023500
3,1.0,110.0,4.0,Keçiören,2400000
4,1.0,130.0,7.5,Keçiören,2833500
4,3.0,145.0,7.5,Keçiören,4170000
4,1.0,135.0,3.0,Keçiören,2325000
5,1.0,250.0,0.0,Keçiören,5400000
4,1.0,110.0,20.0,Keçiören,2475000
4,1.0,130.0,0.0,Keçiören,4012500
5,5.0,220.0,0.0,Keçiören,6750000
4,1.0,135.0,4.0,Keçiören,3390000
6,4.0,200.0,7.5,Keçiören,7485000
4,1.0,120.0,18.0,Keçiören,3562500
4,-1.0,125.0,13.0,Keçiören,2473500
6,4.0,250.0,7.5,Keçiören,6862500
4,1.0,130.0,13.0,Keçiören,4035000
4,3.0,125.0,13.0,Keçiören,3525000
4,1.0,125.0,18.0,Keçiören,3148500
3,-1.0,100.0,0.0,Keçiören,2773500
4,1.0,120.0,7.5,Keçiören,4048500
4,1.0,140.0,18.0,Keçiören,5233500
4,2.0,125.0,20.0,Keçiören,2923500
3,-1.0,100.0,20.0,Keçiören,2023500
4,13.0,110.0,18.0,Keçiören,2092500
8,3.0,300.0,18.0,Keçiören,7800000
7,19.0,380.0,0.0,Keçiören,11445000
4,-1.0,130.0,1.0,Keçiören,2293500
4,3.0,150.0,13.0,Keçiören,4777500
4,2.0,130.0,13.0,Keçiören,4125000
4,-1.0,135.0,7.5,Keçiören,2698500
4,2.0,130.0,7.5,Keçiören,4198500
4,2.0,130.0,7.5,Keçiören,4468500
4,2.0,130.0,13.0,Keçiören,5473500
5,1.0,160.0,7.5,Keçiören,2700000
4,1.0,130.0,18.0,Keçiören,3973500
3,0.0,110.0,18.0,Keçiören,1948500
4,3.0,120.0,20.0,Keçiören,2775000
4,1.0,135.0,18.0,Keçiören,5175000
5,3.0,140.0,0.0,Keçiören,4485000
3,-2.0,97.0,20.0,Keçiören,2775000
4,0.0,120.0,13.0,Keçiören,2250000
4,2.0,129.0,13.0,Keçiören,3523500
4,-3.0,140.0,13.0,Keçiören,3448500
5,2.0,170.0,0.0,Keçiören,5475000
5,5.0,180.0,0.0,Keçiören,5175000
4,2.0,130.0,18.0,Keçiören,3748500
4,3.0,140.0,18.0,Keçiören,4162500
4,-1.0,115.0,13.0,Keçiören,2175000
4,2.0,125.0,20.0,Keçiören,3435000
5,19.0,245.0,0.0,Keçiören,10125000
5,4.0,225.0,1.0,Keçiören,8700000
4,3.0,140.0,4.0,Keçiören,3420000
4,-1.0,130.0,13.0,Keçiören,1947000
3,1.0,110.0,20.0,Keçiören,2323500
4,-3.0,130.0,7.5,Keçiören,2655000
4,1.0,30.0,7.5,Keçiören,2788500
4,1.0,140.0,13.0,Keçiören,3562500
4,1.0,135.0,20.0,Keçiören,4875000
4,2.0,125.0,13.0,Keçiören,2998500
4,1.0,138.0,18.0,Keçiören,4462500
5,14.0,195.0,7.5,Keçiören,7425000
4,-2.0,145.0,18.0,Keçiören,1949999
4,1.0,130.0,18.0,Keçiören,2452500
5,2.0,160.0,7.5,Keçiören,4800000
4,-1.0,123.0,13.0,Keçiören,2023500
3,0.0,105.0,13.0,Keçiören,2023500
3,1.0,110.0,18.0,Keçiören,2325000
3,0.0,100.0,13.0,Keçiören,2160000
4,1.0,159.0,4.0,Keçiören,4935000
6,2.0,288.0,0.0,Keçiören,9750000
4,0.0,120.0,13.0,Keçiören,2175000
5,1.0,169.0,7.5,Keçiören,5383500
5,3.0,185.0,13.0,Keçiören,4800000
4,-1.0,120.0,7.5,Keçiören,2323500
4,3.0,140.0,0.0,Keçiören,3930000
4,1.0,120.0,13.0,Keçiören,2685000
4,3.0,120.0,18.0,Keçiören,3825000
4,2.0,130.0,13.0,Keçiören,3465000
3,0.0,85.0,4.0,Keçiören,2624985
4,2.0,130.0,20.0,Keçiören,3600000
3,1.0,105.0,18.0,Keçiören,2325000
7,3.0,220.0,18.0,Keçiören,2835000
4,1.0,135.0,0.0,Keçiören,3435000
4,1.0,140.0,13.0,Keçiören,3133500
4,1.0,140.0,13.0,Keçiören,3600000
4,3.0,125.0,18.0,Keçiören,2475000
4,7.0,160.0,7.5,Keçiören,4875000
4,0.0,120.0,7.5,Keçiören,2818500
5,1.0,160.0,4.0,Keçiören,4875000
4,1.0,130.0,7.5,Keçiören,3000000
4,3.0,140.0,7.5,Keçiören,3748500
4,3.0,130.0,7.5,Keçiören,2848500
6,2.0,350.0,20.0,Keçiören,6150000
4,1.0,135.0,0.0,Keçiören,5175000
4,1.0,135.0,18.0,Keçiören,3433500
4,1.0,120.0,20.0,Keçiören,4275000
4,1.0,130.0,13.0,Keçiören,2325000
4,-1.0,120.0,13.0,Keçiören,1948500
4,1.0,140.0,13.0,Keçiören,3433500
4,3.0,125.0,2.0,Keçiören,4275000
4,2.0,135.0,20.0,Keçiören,3568500
5,4.0,180.0,0.0,Keçiören,5625000
4,2.0,125.0,2.0,Keçiören,3973500
5,8.0,190.0,2.0,Keçiören,5623500
4,2.0,125.0,2.0,Keçiören,4125000
5,4.0,155.0,7.5,Keçiören,4185000
3,0.0,110.0,13.0,Keçiören,2428500
3,-1.0,100.0,20.0,Keçiören,2025000
3,-1.0,125.0,18.0,Keçiören,1905000
4,0.0,120.0,20.0,Keçiören,1987500
4,1.0,140.0,18.0,Keçiören,3585000
4,8.0,145.0,20.0,Keçiören,4800000
5,3.0,175.0,7.5,Keçiören,4185000
5,1.0,160.0,4.0,Keçiören,2625000
4,3.0,150.0,7.5,Keçiören,3298500
4,0.0,125.0,13.0,Keçiören,1873500
4,1.0,145.0,0.0,Keçiören,5248500
3,1.0,110.0,20.0,Keçiören,2362500
5,2.0,178.0,7.5,Keçiören,2998500
4,3.0,125.0,13.0,Keçiören,2998500
4,-1.0,135.0,7.5,Keçiören,2398500
4,2.0,130.0,0.0,Keçiören,4875000
4,2.0,135.0,18.0,Keçiören,2700000
8,3.0,330.0,13.0,Keçiören,3975000
4,-2.0,125.0,7.5,Keçiören,2835000
4,3.0,135.0,18.0,Keçiören,3883500
4,1.0,110.0,20.0,Keçiören,2023500
4,0.0,115.0,20.0,Keçiören,2212500
3,0.0,105.0,20.0,Keçiören,1725000
4,1.0,140.0,18.0,Keçiören,3525000
5,1.0,160.0,7.5,Keçiören,3450000
4,1.0,125.0,20.0,Keçiören,3262500
3,-1.0,115.0,7.5,Keçiören,1768500
4,2.0,140.0,13.0,Keçiören,3523500
3,1.0,115.0,20.0,Keçiören,3525000
5,11.0,180.0,0.0,Keçiören,7350000
4,5.0,130.0,7.5,Keçiören,2925000
4,0.0,120.0,4.0,Keçiören,2385000
4,1.0,130.0,4.0,Keçiören,2848500
3,1.0,110.0,20.0,Keçiören,3855000
4,-1.0,130.0,7.5,Keçiören,2475000
5,5.0,250.0,0.0,Keçiören,8025000
3,1.0,125.0,7.5,Keçiören,2173500
4,6.0,135.0,7.5,Keçiören,3748500
4,-1.0,135.0,13.0,Keçiören,2473500
4,3.0,110.0,13.0,Keçiören,2925000
5,8.0,175.0,18.0,Keçiören,9000000
4,3.0,120.0,20.0,Keçiören,2925000
5,1.0,145.0,18.0,Keçiören,4425000
4,3.0,135.0,7.5,Keçiören,3735000
8,6.0,300.0,4.0,Keçiören,4425000
4,1.0,130.0,18.0,Keçiören,3592500
5,0.0,120.0,18.0,Keçiören,2625000
4,2.0,140.0,20.0,Keçiören,3270000
3,-2.0,120.0,13.0,Keçiören,1948500
4,2.0,125.0,18.0,Keçiören,2397000
4,2.0,120.0,18.0,Keçiören,4650000
5,2.0,145.0,7.5,Keçiören,3450000
4,1.0,120.0,7.5,Keçiören,2970000
4,2.0,145.0,20.0,Keçiören,4875000
3,0.0,110.0,7.5,Keçiören,2550000
5,1.0,175.0,7.5,Keçiören,4125000
5,3.0,170.0,0.0,Keçiören,5025000
4,-1.0,115.0,20.0,Keçiören,1723500
4,3.0,150.0,0.0,Keçiören,3898500
4,1.0,140.0,20.0,Keçiören,3525000
3,1.0,105.0,3.0,Keçiören,2385000
4,3.0,130.0,20.0,Keçiören,3870000
4,3.0,125.0,7.5,Keçiören,2532000
4,2.0,120.0,20.0,Keçiören,2692500
4,0.0,125.0,7.5,Keçiören,2578500
4,2.0,130.0,7.5,Keçiören,2820000
4,0.0,105.0,13.0,Keçiören,2175000
2,-2.0,60.0,7.5,Keçiören,1312500
4,1.0,130.0,13.0,Keçiören,2872500
4,1.0,130.0,13.0,Keçiören,3112500
4,-1.0,140.0,1.0,Keçiören,2316000
4,-2.0,140.0,7.5,Keçiören,2608500
4,3.0,130.0,2.0,Keçiören,4110000
4,1.0,130.0,4.0,Keçiören,3898500
4,-1.0,125.0,18.0,Keçiören,1987500
4,5.0,145.0,4.0,Keçiören,3675000
4,2.0,180.0,7.5,Keçiören,5625000
4,1.0,140.0,20.0,Keçiören,3075000
3,3.0,90.0,13.0,Keçiören,2655000
3,-2.0,100.0,13.0,Keçiören,1948500
7,4.0,300.0,0.0,Keçiören,5685000
3,1.0,110.0,7.5,Keçiören,1948500
3,-1.0,115.0,7.5,Keçiören,2173500
4,1.0,140.0,0.0,Keçiören,4575000
5,1.0,190.0,0.0,Keçiören,4875000
4,4.0,110.0,18.0,Keçiören,3285000
4,4.0,135.0,4.0,Keçiören,3732000
5,3.0,160.0,0.0,Keçiören,5250000
4,1.0,145.0,7.5,Keçiören,4948500
4,2.0,125.0,20.0,Keçiören,3975000
4,3.0,125.0,20.0,Keçiören,3000000
5,-1.0,175.0,7.5,Keçiören,2542500
4,-1.0,140.0,7.5,Keçiören,2535000
4,3.0,145.0,0.0,Keçiören,4117500
3,3.0,110.0,13.0,Keçiören,2242500
4,1.0,140.0,0.0,Keçiören,3525000
6,14.0,275.0,0.0,Keçiören,9975000
5,1.0,170.0,13.0,Keçiören,6283500
3,5.0,110.0,13.0,Keçiören,2743500
4,1.0,130.0,13.0,Keçiören,3435000
4,4.0,140.0,7.5,Keçiören,3337500
4,1.0,125.0,7.5,Keçiören,2623500
4,1.0,146.0,3.0,Keçiören,2608500
4,3.0,135.0,7.5,Keçiören,3825000
5,1.0,180.0,4.0,Keçiören,2908500
4,1.0,145.0,20.0,Keçiören,3373500
4,1.0,150.0,4.0,Keçiören,2923500
4,1.0,145.0,13.0,Keçiören,2353500
4,-1.0,155.0,13.0,Keçiören,2467500
4,2.0,125.0,20.0,Keçiören,5175000
4,2.0,125.0,20.0,Keçiören,3750000
5,2.0,160.0,1.0,Keçiören,3967500
4,2.0,145.0,4.0,Keçiören,3450000
4,1.0,145.0,4.0,Keçiören,3637500
4,0.0,115.0,18.0,Keçiören,2458500
4,1.0,140.0,7.5,Keçiören,3283500
5,3.0,150.0,13.0,Keçiören,3750000
4,2.0,125.0,18.0,Keçiören,3825000
4,1.0,130.0,7.5,Keçiören,5625000
3,1.0,115.0,20.0,Keçiören,2925000
5,13.0,170.0,2.0,Keçiören,7875000
4,1.0,145.0,0.0,Keçiören,3975000
4,-3.0,125.0,20.0,Keçiören,2032500
4,-1.0,125.0,1.0,Keçiören,2323500
