RoomCount,Floor,Size(m2),Age,District,Price(TL)
4,1.0,118.0,7.5,Etimesgut,2850000
5,7.0,194.0,7.5,Etimesgut,4500000
4,4.0,118.0,7.5,Etimesgut,2962500
2,1.0,60.0,7.5,Etimesgut,3150000
4,1.0,130.0,13.0,Etimesgut,3435000
4,4.0,200.0,13.0,Etimesgut,5325000
4,2.0,135.0,13.0,Etimesgut,3892500
4,4.0,145.0,20.0,Etimesgut,2625000
4,1.0,125.0,20.0,Etimesgut,4005000
2,1.0,60.0,7.5,Etimesgut,2835000
4,2.0,110.0,18.0,Etimesgut,2580000
5,3.0,250.0,13.0,Etimesgut,3373500
4,0.0,120.0,7.5,Etimesgut,3000000
3,14.0,120.0,2.0,Etimesgut,5775000
4,1.0,125.0,13.0,Etimesgut,3432000
4,1.0,125.0,13.0,Etimesgut,2773500
6,3.0,250.0,18.0,Etimesgut,3435000
5,2.0,180.0,0.0,Etimesgut,9000000
4,1.0,120.0,7.5,Etimesgut,3967500
4,3.0,135.0,7.5,Etimesgut,2833500
2,2.0,50.0,20.0,Etimesgut,2512500
4,2.0,100.0,20.0,Etimesgut,3075000
5,2.0,175.0,0.0,Etimesgut,8985000
2,1.0,70.0,7.5,Etimesgut,2617500
4,1.0,130.0,2.0,Etimesgut,4425000
4,1.0,110.0,13.0,Etimesgut,2775000
4,4.0,120.0,20.0,Etimesgut,4123500
5,9.0,200.0,0.0,Etimesgut,7035000
3,1.0,115.0,0.0,Etimesgut,3375000
3,14.0,85.0,20.0,Etimesgut,3300000
4,2.0,135.0,7.5,Etimesgut,2983500
6,3.0,300.0,13.0,Etimesgut,4275000
4,-1.0,134.0,13.0,Etimesgut,3225000
4,6.0,180.0,7.5,Etimesgut,5625000
4,1.0,160.0,0.0,Etimesgut,5625000
4,3.0,140.0,4.0,Etimesgut,4123500
4,1.0,140.0,7.5,Etimesgut,4425000
5,8.0,220.0,0.0,Etimesgut,9000000
5,1.0,185.0,13.0,Etimesgut,5700000
3,1.0,125.0,7.5,Etimesgut,4575000
4,3.0,149.0,13.0,Etimesgut,4198500
4,1.0,120.0,13.0,Etimesgut,2775000
4,1.0,120.0,13.0,Etimesgut,2872500
4,3.0,145.0,7.5,Etimesgut,3937500
3,4.0,95.0,4.0,Etimesgut,3885000
4,9.0,140.0,1.0,Etimesgut,6382500
4,1.0,110.0,20.0,Etimesgut,2925000
4,1.0,118.0,13.0,Etimesgut,2623500
5,15.0,200.0,13.0,Etimesgut,8475000
4,2.0,130.0,3.0,Etimesgut,3262500
4,5.0,150.0,0.0,Etimesgut,6750000
5,8.0,180.0,7.5,Etimesgut,8812500
4,1.0,130.0,18.0,Etimesgut,3750000
3,0.0,110.0,0.0,Etimesgut,3825000
5,2.0,210.0,7.5,Etimesgut,10050000
4,11.0,140.0,18.0,Etimesgut,5773500
4,1.0,120.0,13.0,Etimesgut,3598500
4,7.0,110.0,7.5,Etimesgut,3840000
6,3.0,220.0,13.0,Etimesgut,4267500
4,2.0,130.0,7.5,Etimesgut,3547500
3,1.0,135.0,7.5,Etimesgut,2505000
5,25.0,200.0,4.0,Etimesgut,9750000
6,3.0,330.0,7.5,Etimesgut,5400000
6,3.0,250.0,3.0,Etimesgut,5925000
4,2.0,120.0,13.0,Etimesgut,2998500
3,4.0,95.0,13.0,Etimesgut,2998500
4,2.0,130.0,20.0,Etimesgut,2355000
3,3.0,95.0,0.0,Etimesgut,4573500
5,10.0,180.0,7.5,Etimesgut,8677500
3,4.0,120.0,13.0,Etimesgut,2250000
4,1.0,150.0,0.0,Etimesgut,5670000
5,3.0,160.0,7.5,Etimesgut,3748500
4,3.0,165.0,0.0,Etimesgut,6520500
4,2.0,165.0,0.0,Etimesgut,6523500
4,1.0,130.0,13.0,Etimesgut,2683500
3,1.0,100.0,1.0,Etimesgut,4125000
3,1.0,95.0,0.0,Etimesgut,3885000
5,6.0,180.0,0.0,Etimesgut,10498500
5,7.0,175.0,0.0,Etimesgut,8250000
5,10.0,195.0,0.0,Etimesgut,9285000
5,3.0,150.0,7.5,Etimesgut,4125000
4,2.0,120.0,13.0,Etimesgut,3000000
4,2.0,160.0,0.0,Etimesgut,6600000
4,3.0,120.0,3.0,Etimesgut,3360000
4,2.0,120.0,13.0,Etimesgut,3390000
3,4.0,90.0,20.0,Etimesgut,3210000
6,4.0,290.0,18.0,Etimesgut,4275000
4,0.0,120.0,18.0,Etimesgut,2775000
3,6.0,95.0,7.5,Etimesgut,2400000
4,3.0,110.0,18.0,Etimesgut,4027500
4,3.0,110.0,18.0,Etimesgut,3150000
4,3.0,145.0,0.0,Etimesgut,10485000
4,1.0,135.0,0.0,Etimesgut,5773500
2,11.0,65.0,7.5,Etimesgut,4275000
4,1.0,120.0,18.0,Etimesgut,3540000
4,2.0,95.0,20.0,Etimesgut,3225000
5,1.0,165.0,4.0,Etimesgut,6225000
4,3.0,160.0,0.0,Etimesgut,6598500
4,3.0,130.0,13.0,Etimesgut,2400000
6,3.0,280.0,18.0,Etimesgut,4273500
4,10.0,136.0,13.0,Etimesgut,5100000
3,1.0,115.0,13.0,Etimesgut,3802500
3,2.0,105.0,0.0,Etimesgut,3825000
4,3.0,155.0,13.0,Etimesgut,3283500
3,4.0,95.0,13.0,Etimesgut,2250000
4,14.0,160.0,7.5,Etimesgut,5512500
2,1.0,79.0,7.5,Etimesgut,3150000
4,8.0,140.0,13.0,Etimesgut,5100000
4,2.0,200.0,0.0,Etimesgut,9000000
3,2.0,95.0,0.0,Etimesgut,4200000
4,3.0,115.0,18.0,Etimesgut,2602500
4,3.0,120.0,20.0,Etimesgut,3855000
3,4.0,95.0,4.0,Etimesgut,3930000
4,4.0,165.0,0.0,Etimesgut,5848500
4,2.0,130.0,13.0,Etimesgut,3748500
4,9.0,140.0,0.0,Etimesgut,7882500
3,0.0,88.0,0.0,Etimesgut,3480000
4,14.0,165.0,7.5,Etimesgut,6750000
5,3.0,180.0,13.0,Etimesgut,3900000
4,1.0,110.0,0.0,Etimesgut,5025000
2,0.0,74.0,0.0,Etimesgut,2970000
1,2.0,110.0,7.5,Etimesgut,2767500
4,5.0,170.0,4.0,Etimesgut,6075000
3,3.0,85.0,0.0,Etimesgut,4185000
5,3.0,188.0,2.0,Etimesgut,6337500
3,1.0,100.0,7.5,Etimesgut,3223500
5,0.0,175.0,7.5,Etimesgut,6750000
2,1.0,65.0,7.5,Etimesgut,3525000
2,6.0,55.0,7.5,Etimesgut,2835000
3,1.0,115.0,13.0,Etimesgut,1927500
4,1.0,105.0,18.0,Etimesgut,2925000
4,1.0,130.0,13.0,Etimesgut,3135000
3,1.0,90.0,0.0,Etimesgut,7725000
4,3.0,105.0,20.0,Etimesgut,2565000
4,1.0,135.0,13.0,Etimesgut,3435000
4,1.0,120.0,13.0,Etimesgut,3148500
4,1.0,110.0,20.0,Etimesgut,2083500
3,5.0,120.0,13.0,Etimesgut,2235000
4,1.0,135.0,0.0,Etimesgut,5323500
3,-1.0,100.0,0.0,Etimesgut,3778500
4,1.0,110.0,18.0,Etimesgut,3075000
2,4.0,58.0,20.0,Etimesgut,2250000
6,3.0,220.0,18.0,Etimesgut,3373500
4,2.0,140.0,2.0,Etimesgut,4135500
4,3.0,165.0,7.5,Etimesgut,4273500
4,-1.0,110.0,7.5,Etimesgut,2173500
3,1.0,110.0,13.0,Etimesgut,2548500
4,1.0,135.0,7.5,Etimesgut,2842500
4,1.0,130.0,18.0,Etimesgut,3435000
6,3.0,280.0,18.0,Etimesgut,4275000
4,1.0,125.0,0.0,Etimesgut,5323500
6,2.0,270.0,0.0,Etimesgut,11850000
4,2.0,135.0,7.5,Etimesgut,3568500
3,2.0,90.0,13.0,Etimesgut,3225000
3,1.0,110.0,13.0,Etimesgut,3225000
4,7.0,125.0,13.0,Etimesgut,4875000
4,1.0,140.0,13.0,Etimesgut,3435000
5,9.0,250.0,1.0,Etimesgut,11400000
3,4.0,160.0,13.0,Etimesgut,2788500
5,1.0,165.0,4.0,Etimesgut,4200000
4,1.0,130.0,13.0,Etimesgut,5175000
5,3.0,185.0,7.5,Etimesgut,8625000
5,4.0,165.0,13.0,Etimesgut,3225000
6,6.0,265.0,7.5,Etimesgut,9525000
4,3.0,155.0,0.0,Etimesgut,5250000
4,2.0,140.0,18.0,Etimesgut,4425000
3,1.0,80.0,0.0,Etimesgut,5250000
5,14.0,250.0,1.0,Etimesgut,10500000
3,1.0,110.0,7.5,Etimesgut,2145000
4,7.0,140.0,13.0,Etimesgut,5925000
4,4.0,125.0,18.0,Etimesgut,2775000
4,1.0,120.0,13.0,Etimesgut,3208500
1,4.0,50.0,7.5,Etimesgut,2062500
5,2.0,200.0,13.0,Etimesgut,11625000
3,7.0,78.0,0.0,Etimesgut,5925000
4,2.0,130.0,13.0,Etimesgut,3673500
5,2.0,165.0,0.0,Etimesgut,5625000
5,1.0,220.0,7.5,Etimesgut,8400000
5,5.0,185.0,7.5,Etimesgut,5925000
4,2.0,165.0,7.5,Etimesgut,4273500
6,3.0,230.0,13.0,Etimesgut,3825000
4,2.0,120.0,7.5,Etimesgut,3375000
5,3.0,260.0,13.0,Etimesgut,4425000
3,3.0,100.0,3.0,Etimesgut,4125000
4,4.0,155.0,0.0,Etimesgut,6148500
4,1.0,135.0,13.0,Etimesgut,4875000
4,9.0,118.0,7.5,Etimesgut,2925000
4,7.0,134.0,13.0,Etimesgut,3885000
4,11.0,194.0,7.5,Etimesgut,3975000
4,6.0,137.0,7.5,Etimesgut,3900000
4,6.0,118.0,7.5,Etimesgut,3225000
4,12.0,118.0,7.5,Etimesgut,3750000
4,6.0,137.0,7.5,Etimesgut,3825000
4,9.0,134.0,13.0,Etimesgut,3975000
3,3.0,94.0,13.0,Etimesgut,2625000
3,1.0,94.0,13.0,Etimesgut,2475000
5,1.0,200.0,0.0,Etimesgut,9300000
3,6.0,94.0,13.0,Etimesgut,2580000
5,14.0,192.0,13.0,Etimesgut,5100000
5,13.0,197.0,13.0,Etimesgut,4912500
5,14.0,192.0,13.0,Etimesgut,4875000
4,7.0,134.0,13.0,Etimesgut,3735000
5,10.0,193.0,13.0,Etimesgut,4785000
4,7.0,134.0,13.0,Etimesgut,3750000
4,2.0,150.0,0.0,Etimesgut,10500000
3,-1.0,80.0,20.0,Etimesgut,1500000
3,12.0,120.0,0.0,Etimesgut,4350000
3,2.0,95.0,0.0,Etimesgut,4275000
4,2.0,120.0,1.0,Etimesgut,2925000
4,1.0,200.0,7.5,Etimesgut,5698500
4,5.0,165.0,7.5,Etimesgut,5775000
3,1.0,70.0,0.0,Etimesgut,3562500
5,1.0,211.0,0.0,Etimesgut,10950000
4,6.0,135.0,7.5,Etimesgut,3975000
3,2.0,75.0,20.0,Etimesgut,2698500
4,2.0,140.0,0.0,Etimesgut,4500000
3,2.0,90.0,0.0,Etimesgut,5025000
4,2.0,150.0,13.0,Etimesgut,3300000
4,7.0,150.0,13.0,Etimesgut,4350000
4,1.0,125.0,13.0,Etimesgut,3270000
3,6.0,110.0,2.0,Etimesgut,5385000
4,2.0,89.0,13.0,Etimesgut,3375000
5,1.0,200.0,0.0,Etimesgut,9600000
4,3.0,140.0,13.0,Etimesgut,4425000
3,3.0,110.0,3.0,Etimesgut,3900000
6,3.0,220.0,18.0,Etimesgut,3712500
4,3.0,125.0,13.0,Etimesgut,3405000
4,1.0,110.0,20.0,Etimesgut,2850000
4,3.0,145.0,7.5,Etimesgut,4912500
5,9.0,250.0,2.0,Etimesgut,10425000
3,3.0,128.0,3.0,Etimesgut,4033500
3,2.0,95.0,13.0,Etimesgut,3223500
4,12.0,133.0,2.0,Etimesgut,6975000
4,14.0,120.0,20.0,Etimesgut,3960000
3,3.0,100.0,0.0,Etimesgut,4350000
2,5.0,55.0,20.0,Etimesgut,2400000
4,3.0,130.0,18.0,Etimesgut,4125000
3,3.0,95.0,0.0,Etimesgut,4200000
3,1.0,125.0,13.0,Etimesgut,1905000
4,8.0,145.0,3.0,Etimesgut,5775000
3,2.0,110.0,7.5,Etimesgut,3225000
6,3.0,250.0,3.0,Etimesgut,5850000
6,3.0,210.0,18.0,Etimesgut,3750000
5,1.0,175.0,1.0,Etimesgut,9000000
3,1.0,90.0,7.5,Etimesgut,2475000
4,2.0,160.0,0.0,Etimesgut,6750000
4,3.0,150.0,0.0,Etimesgut,4950000
4,2.0,115.0,20.0,Etimesgut,2977500
5,9.0,205.0,7.5,Etimesgut,6337500
4,1.0,150.0,1.0,Etimesgut,9337500
4,4.0,125.0,18.0,Etimesgut,3373500
6,6.0,280.0,7.5,Etimesgut,5212500
3,1.0,76.0,3.0,Etimesgut,3487500
6,3.0,290.0,13.0,Etimesgut,4800000
3,5.0,110.0,4.0,Etimesgut,3750000
4,3.0,145.0,18.0,Etimesgut,4425000
5,3.0,280.0,13.0,Etimesgut,4425000
4,3.0,150.0,0.0,Etimesgut,4725000
4,1.0,140.0,13.0,Etimesgut,2445000
4,3.0,135.0,13.0,Etimesgut,2818500
4,8.0,120.0,18.0,Etimesgut,4875000
4,9.0,160.0,13.0,Etimesgut,4875000
4,3.0,120.0,18.0,Etimesgut,6300000
3,1.0,74.0,20.0,Etimesgut,3262500
4,2.0,140.0,7.5,Etimesgut,4123500
3,1.0,100.0,13.0,Etimesgut,3225000
4,2.0,130.0,13.0,Etimesgut,2946000
4,1.0,120.0,13.0,Etimesgut,2511000
3,3.0,115.0,7.5,Etimesgut,3148500
3,1.0,115.0,7.5,Etimesgut,3225000
4,4.0,135.0,18.0,Etimesgut,2925000
4,2.0,135.0,13.0,Etimesgut,3673500
4,1.0,130.0,0.0,Etimesgut,4500000
4,1.0,160.0,0.0,Etimesgut,7723500
3,2.0,105.0,13.0,Etimesgut,3225000
3,2.0,110.0,0.0,Etimesgut,4500000
4,9.0,130.0,18.0,Etimesgut,3375000
6,7.0,300.0,13.0,Etimesgut,11325000
3,2.0,90.0,20.0,Etimesgut,3037500
4,1.0,105.0,13.0,Etimesgut,2100000
4,5.0,165.0,4.0,Etimesgut,5370000
4,3.0,140.0,0.0,Etimesgut,4950000
4,1.0,120.0,13.0,Etimesgut,3150000
5,1.0,200.0,7.5,Etimesgut,6675000
5,3.0,180.0,0.0,Etimesgut,6975000
5,1.0,155.0,18.0,Etimesgut,1993500
5,3.0,190.0,0.0,Etimesgut,7800000
4,3.0,130.0,18.0,Etimesgut,3900000
4,1.0,135.0,4.0,Etimesgut,3825000
3,2.0,95.0,20.0,Etimesgut,3375000
4,6.0,135.0,13.0,Etimesgut,4500000
3,0.0,95.0,0.0,Etimesgut,4275000
3,1.0,95.0,18.0,Etimesgut,2250000
4,1.0,130.0,20.0,Etimesgut,2295000
3,2.0,105.0,7.5,Etimesgut,4350000
3,-1.0,85.0,13.0,Etimesgut,1455000
5,15.0,190.0,0.0,Etimesgut,10200000
3,-1.0,100.0,13.0,Etimesgut,2025000
4,2.0,120.0,13.0,Etimesgut,2767500
3,1.0,100.0,0.0,Etimesgut,3450000
4,1.0,167.0,7.5,Etimesgut,7350000
4,1.0,115.0,18.0,Etimesgut,2400000
3,2.0,100.0,0.0,Etimesgut,4155000
3,15.0,90.0,4.0,Etimesgut,4500000
6,3.0,240.0,18.0,Etimesgut,3750000
4,4.0,135.0,13.0,Etimesgut,3223500
4,1.0,140.0,0.0,Etimesgut,4725000
4,1.0,140.0,0.0,Etimesgut,4425000
5,26.0,185.0,7.5,Etimesgut,9750000
3,1.0,110.0,20.0,Etimesgut,2685000
2,2.0,70.0,7.5,Etimesgut,2025000
2,2.0,52.0,20.0,Etimesgut,2475000
4,3.0,140.0,13.0,Etimesgut,5175000
4,3.0,130.0,13.0,Etimesgut,4050000
3,2.0,80.0,18.0,Etimesgut,3000000
4,2.0,115.0,18.0,Etimesgut,3300000
3,3.0,79.0,20.0,Etimesgut,3577500
4,1.0,120.0,7.5,Etimesgut,4500000
4,3.0,120.0,20.0,Etimesgut,2548500
4,1.0,110.0,13.0,Etimesgut,2233500
4,3.0,125.0,13.0,Etimesgut,2925000
2,0.0,55.0,20.0,Etimesgut,2325000
4,2.0,145.0,13.0,Etimesgut,4275000
4,-2.0,115.0,13.0,Etimesgut,1942500
4,2.0,155.0,18.0,Etimesgut,4275000
3,1.0,85.0,1.0,Etimesgut,2473500
4,4.0,180.0,4.0,Etimesgut,4462500
5,1.0,175.0,18.0,Etimesgut,4035000
4,3.0,120.0,0.0,Etimesgut,4395000
4,1.0,130.0,13.0,Etimesgut,3202500
3,0.0,90.0,13.0,Etimesgut,1695000
7,4.0,260.0,13.0,Etimesgut,3748500
4,1.0,140.0,0.0,Etimesgut,5542500
3,1.0,75.0,7.5,Etimesgut,2475000
4,2.0,155.0,7.5,Etimesgut,3675000
2,0.0,75.0,7.5,Etimesgut,3750000
3,0.0,90.0,7.5,Etimesgut,4425000
4,1.0,125.0,13.0,Etimesgut,2368500
3,5.0,80.0,4.0,Etimesgut,4125000
3,1.0,105.0,0.0,Etimesgut,4198500
5,5.0,170.0,0.0,Etimesgut,6825000
5,3.0,200.0,0.0,Etimesgut,10275000
4,12.0,120.0,13.0,Etimesgut,5325000
2,7.0,65.0,7.5,Etimesgut,2655000
3,0.0,120.0,13.0,Etimesgut,2835000
9,24.0,290.0,7.5,Etimesgut,11025000
5,1.0,185.0,7.5,Etimesgut,4650000
3,4.0,90.0,20.0,Etimesgut,2902500
3,1.0,90.0,0.0,Etimesgut,3825000
5,1.0,175.0,0.0,Etimesgut,7875000
3,4.0,90.0,0.0,Etimesgut,4635000
3,3.0,90.0,0.0,Etimesgut,4680000
4,1.0,130.0,0.0,Etimesgut,4035000
4,4.0,200.0,7.5,Etimesgut,4500000
4,3.0,145.0,13.0,Etimesgut,2967000
2,2.0,52.0,20.0,Etimesgut,2512500
4,1.0,130.0,13.0,Etimesgut,3112500
4,1.0,150.0,0.0,Etimesgut,4948500
7,5.0,380.0,7.5,Etimesgut,7462500
3,1.0,105.0,13.0,Etimesgut,2392500
3,0.0,90.0,0.0,Etimesgut,4275000
4,1.0,125.0,13.0,Etimesgut,3673500
4,1.0,135.0,13.0,Etimesgut,3592500
4,1.0,135.0,13.0,Etimesgut,3742500
3,2.0,102.0,0.0,Etimesgut,4275000
4,2.0,125.0,7.5,Etimesgut,3375000
4,9.0,145.0,13.0,Etimesgut,5325000
6,3.0,270.0,18.0,Etimesgut,3300000
4,1.0,137.0,13.0,Etimesgut,2970000
4,2.0,125.0,7.5,Etimesgut,3135000
4,4.0,130.0,13.0,Etimesgut,3223500
4,9.0,185.0,7.5,Etimesgut,6750000
3,1.0,105.0,13.0,Etimesgut,2691000
4,1.0,115.0,0.0,Etimesgut,3883500
4,1.0,160.0,7.5,Etimesgut,5775000
1,0.0,60.0,7.5,Etimesgut,1350000
4,2.0,130.0,20.0,Etimesgut,3105000
4,3.0,130.0,3.0,Etimesgut,4033500
3,9.0,110.0,13.0,Etimesgut,2685000
4,5.0,138.0,1.0,Etimesgut,5685000
4,1.0,115.0,20.0,Etimesgut,3472500
2,3.0,65.0,7.5,Etimesgut,3300000
2,13.0,74.0,7.5,Etimesgut,3450000
4,2.0,125.0,7.5,Etimesgut,3103500
2,3.0,65.0,7.5,Etimesgut,2925000
3,1.0,95.0,13.0,Etimesgut,2850000
4,1.0,145.0,7.5,Etimesgut,3825000
4,3.0,170.0,0.0,Etimesgut,4800000
3,7.0,110.0,0.0,Etimesgut,4200000
4,3.0,130.0,13.0,Etimesgut,2850000
4,1.0,110.0,18.0,Etimesgut,2542500
4,2.0,135.0,0.0,Etimesgut,5398500
4,3.0,140.0,7.5,Etimesgut,3748500
4,1.0,140.0,13.0,Etimesgut,3675000
4,3.0,130.0,0.0,Etimesgut,4648500
3,1.0,95.0,0.0,Etimesgut,4050000
5,4.0,165.0,7.5,Etimesgut,5775000
4,1.0,125.0,13.0,Etimesgut,3748500
4,1.0,120.0,18.0,Etimesgut,3735000
3,1.0,90.0,4.0,Etimesgut,2070000
5,7.0,200.0,1.0,Etimesgut,6750000
4,3.0,135.0,13.0,Etimesgut,2917500
3,1.0,95.0,0.0,Etimesgut,4125000
2,2.0,55.0,20.0,Etimesgut,2362500
4,3.0,170.0,4.0,Etimesgut,8625000
4,2.0,130.0,13.0,Etimesgut,3523500
6,3.0,250.0,13.0,Etimesgut,3075000
4,3.0,300.0,18.0,Etimesgut,3733500
4,2.0,130.0,13.0,Etimesgut,2623500
4,1.0,120.0,13.0,Etimesgut,3750000
4,4.0,130.0,13.0,Etimesgut,4125000
5,14.0,250.0,1.0,Etimesgut,9000000
5,10.0,155.0,7.5,Etimesgut,7125000
4,1.0,150.0,7.5,Etimesgut,2923500
4,3.0,100.0,20.0,Etimesgut,2548500
4,9.0,128.0,20.0,Etimesgut,3945000
2,1.0,55.0,20.0,Etimesgut,2625000
6,3.0,230.0,18.0,Etimesgut,3525000
5,11.0,195.0,0.0,Etimesgut,8548500
3,1.0,128.0,13.0,Etimesgut,3750000
4,1.0,132.0,13.0,Etimesgut,3375000
4,3.0,185.0,7.5,Etimesgut,7050000
3,3.0,95.0,13.0,Etimesgut,2490000
4,0.0,95.0,20.0,Etimesgut,2535000
4,-1.0,135.0,13.0,Etimesgut,2655000
4,9.0,147.0,18.0,Etimesgut,5625000
4,2.0,140.0,7.5,Etimesgut,3748500
4,1.0,105.0,18.0,Etimesgut,2550000
3,6.0,94.0,13.0,Etimesgut,2535000
4,2.0,115.0,13.0,Etimesgut,2699850
3,1.0,100.0,18.0,Etimesgut,3487500
3,8.0,96.0,13.0,Etimesgut,2325000
3,6.0,96.0,13.0,Etimesgut,2250000
4,1.0,120.0,18.0,Etimesgut,2698500
4,2.0,120.0,13.0,Etimesgut,3150000
6,4.0,290.0,13.0,Etimesgut,4200000
3,3.0,110.0,13.0,Etimesgut,2775000
4,3.0,170.0,7.5,Etimesgut,5698500
5,2.0,175.0,0.0,Etimesgut,10050000
5,1.0,175.0,0.0,Etimesgut,9150000
3,1.0,100.0,13.0,Etimesgut,2548500
4,2.0,130.0,13.0,Etimesgut,3225000
4,1.0,140.0,13.0,Etimesgut,3073500
4,6.0,137.0,13.0,Etimesgut,2850000
8,3.0,320.0,7.5,Etimesgut,5700000
4,3.0,120.0,0.0,Etimesgut,4650000
7,3.0,350.0,18.0,Etimesgut,6300000
4,3.0,159.0,13.0,Etimesgut,5400000
4,-2.0,110.0,13.0,Etimesgut,2070000
3,5.0,97.0,4.0,Etimesgut,3735000
3,1.0,95.0,7.5,Etimesgut,2698500
4,2.0,120.0,13.0,Etimesgut,3750000
4,3.0,145.0,2.0,Etimesgut,4498500
5,3.0,193.0,2.0,Etimesgut,6937500
4,1.0,120.0,20.0,Etimesgut,3750000
1,1.0,43.0,7.5,Etimesgut,2512500
3,1.0,130.0,7.5,Etimesgut,2548500
4,10.0,135.0,18.0,Etimesgut,5437500
4,1.0,100.0,18.0,Etimesgut,2332500
5,1.0,175.0,18.0,Etimesgut,5962500
4,3.0,135.0,7.5,Etimesgut,3223500
4,1.0,150.0,0.0,Etimesgut,4800000
4,3.0,140.0,18.0,Etimesgut,3735000
4,2.0,135.0,20.0,Etimesgut,3945000
4,1.0,125.0,7.5,Etimesgut,2925000
3,1.0,78.0,18.0,Etimesgut,2130000
4,3.0,130.0,13.0,Etimesgut,4425000
5,-1.0,150.0,13.0,Etimesgut,2085000
4,12.0,140.0,18.0,Etimesgut,5325000
4,3.0,130.0,0.0,Etimesgut,4650000
4,2.0,125.0,13.0,Etimesgut,2850000
4,1.0,105.0,13.0,Etimesgut,3150000
5,14.0,210.0,0.0,Etimesgut,11475000
4,-1.0,115.0,18.0,Etimesgut,2158500
4,2.0,120.0,4.0,Etimesgut,3367500
4,1.0,125.0,13.0,Etimesgut,1530000
4,2.0,130.0,13.0,Etimesgut,3450000
4,2.0,165.0,13.0,Etimesgut,6750000
4,4.0,120.0,20.0,Etimesgut,2700000
4,6.0,170.0,0.0,Etimesgut,7125000
3,1.0,110.0,0.0,Etimesgut,4650000
4,5.0,110.0,20.0,Etimesgut,3150000
5,3.0,195.0,7.5,Etimesgut,3742500
5,2.0,185.0,7.5,Etimesgut,6900000
2,1.0,75.0,7.5,Etimesgut,1875000
4,2.0,135.0,18.0,Etimesgut,3525000
4,3.0,135.0,7.5,Etimesgut,3525000
4,3.0,125.0,20.0,Etimesgut,3525000
4,0.0,120.0,7.5,Etimesgut,4537500
4,6.0,145.0,18.0,Etimesgut,4275000
2,2.0,55.0,20.0,Etimesgut,2325000
3,2.0,85.0,20.0,Etimesgut,2887500
4,5.0,120.0,18.0,Etimesgut,5235000
4,2.0,125.0,0.0,Etimesgut,5250000
4,1.0,125.0,0.0,Etimesgut,5400000
4,3.0,135.0,13.0,Etimesgut,3442500
4,3.0,120.0,20.0,Etimesgut,2775000
4,1.0,120.0,13.0,Etimesgut,2505000
4,2.0,110.0,18.0,Etimesgut,2968500
4,8.0,145.0,3.0,Etimesgut,5473500
4,1.0,130.0,13.0,Etimesgut,3442500
5,3.0,175.0,7.5,Etimesgut,3420000
4,-1.0,110.0,13.0,Etimesgut,2173500
4,1.0,150.0,7.5,Etimesgut,3525000
4,5.0,150.0,4.0,Etimesgut,8325000
4,2.0,160.0,13.0,Etimesgut,5092500
4,5.0,125.0,18.0,Etimesgut,3150000
4,1.0,130.0,7.5,Etimesgut,3442500
5,2.0,210.0,0.0,Etimesgut,11400000
4,-1.0,115.0,13.0,Etimesgut,2295000
4,1.0,135.0,13.0,Etimesgut,3442500
4,2.0,175.0,0.0,Etimesgut,5698500
4,2.0,120.0,13.0,Etimesgut,2578500
4,-1.0,100.0,18.0,Etimesgut,2173500
4,-1.0,110.0,13.0,Etimesgut,2166000
4,2.0,110.0,18.0,Etimesgut,2775000
4,3.0,125.0,18.0,Etimesgut,2527500
4,4.0,144.0,20.0,Etimesgut,5925000
3,0.0,95.0,20.0,Etimesgut,3675000
4,1.0,125.0,13.0,Etimesgut,2760000
4,6.0,165.0,4.0,Etimesgut,5550000
5,1.0,170.0,13.0,Etimesgut,4198500
4,2.0,125.0,7.5,Etimesgut,3487500
2,2.0,65.0,20.0,Etimesgut,2775000
4,3.0,150.0,18.0,Etimesgut,4425000
3,5.0,90.0,7.5,Etimesgut,4425000
4,2.0,120.0,18.0,Etimesgut,3225000
4,1.0,125.0,18.0,Etimesgut,2397000
4,-1.0,130.0,13.0,Etimesgut,2173500
4,3.0,130.0,18.0,Etimesgut,3450000
5,8.0,185.0,1.0,Etimesgut,9525000
3,1.0,100.0,0.0,Etimesgut,5625000
3,9.0,93.0,3.0,Etimesgut,4725000
4,1.0,130.0,18.0,Etimesgut,3525000
4,3.0,120.0,18.0,Etimesgut,3570000
4,2.0,130.0,7.5,Etimesgut,2922000
3,1.0,110.0,7.5,Etimesgut,2692500
4,2.0,130.0,7.5,Etimesgut,2947500
5,1.0,150.0,0.0,Etimesgut,3075000
4,1.0,130.0,18.0,Etimesgut,2985000
3,1.0,115.0,13.0,Etimesgut,2698500
4,1.0,125.0,13.0,Etimesgut,2970000
5,3.0,160.0,7.5,Etimesgut,4320000
2,1.0,65.0,13.0,Etimesgut,1650000
4,4.0,165.0,7.5,Etimesgut,5962500
4,4.0,135.0,13.0,Etimesgut,4125000
4,4.0,155.0,0.0,Etimesgut,5775000
6,4.0,350.0,7.5,Etimesgut,7425000
4,3.0,120.0,18.0,Etimesgut,3750000
4,1.0,140.0,13.0,Etimesgut,3975000
4,4.0,140.0,20.0,Etimesgut,4260000
4,1.0,135.0,13.0,Etimesgut,3300000
5,3.0,200.0,20.0,Etimesgut,3103500
3,3.0,100.0,7.5,Etimesgut,2520000
4,-2.0,115.0,7.5,Etimesgut,1950000
4,1.0,130.0,13.0,Etimesgut,3427500
3,3.0,95.0,0.0,Etimesgut,4273500
3,1.0,95.0,0.0,Etimesgut,3900000
